PIC_RowNumber,Cst_Cnt,N_Cruise,N_Ship,N_OrderOcc,N_Towtype,N_Townumber,N_lat,N_lon,N_Line,N_Station
4645,,198303,EK,10.0,CB,1.0,31.176666,-120.918333,93.3,80.0
4646,,198303,EK,11.0,CB,1.0,30.843333,-121.583333,93.3,90.0
4647,22394.0,198303,EK,15.0,CB,1.0,31.083333,-122.666666,90.0,100.0
4648,22390.0,198303,EK,19.0,CB,1.0,32.428333,-119.948333,90.0,60.0
4649,22391.0,198303,EK,18.0,CB,1.0,32.088333,-120.633333,90.0,70.0
4650,22392.0,198303,EK,17.0,CB,1.0,31.751666,-121.315,90.0,80.0
4651,22393.0,198303,EK,16.0,CB,1.0,31.426666,-122.0,90.0,90.0
4652,,198303,EK,24.0,CB,1.0,33.883333,-118.483333,86.7,33.0
4653,,198303,EK,25.0,CB,1.0,33.821666,-118.631666,86.7,35.0
4654,22386.0,198303,EK,23.0,CB,1.0,33.415,-117.901666,90.0,30.0
4655,22387.0,198303,EK,22.0,CB,1.0,33.183333,-118.383333,90.0,37.0
4656,,198303,EK,21.0,CB,1.0,32.921666,-118.931666,90.0,45.0
4657,22389.0,198303,EK,20.0,CB,1.0,32.648333,-119.48,90.0,53.0
4658,,198303,EK,26.0,CB,1.0,33.655,-118.971666,86.7,40.0
4659,,198303,EK,27.0,CB,1.0,33.49,-119.318333,86.7,45.0
4660,,198303,EK,28.0,CB,1.0,33.295,-119.686666,86.7,50.0
4661,,198303,EK,29.0,CB,1.0,33.153333,-120.005,86.7,55.0
4662,,198303,EK,30.0,CB,1.0,32.995,-120.353333,86.7,60.0
4663,,198303,EK,31.0,CB,1.0,32.661666,-121.023333,86.7,70.0
4664,,198303,EK,36.0,CB,1.0,31.908333,-124.173333,83.3,110.0
4665,,198303,EK,34.0,CB,1.0,31.656666,-123.081666,86.7,100.0
4666,,198303,EK,35.0,CB,1.0,31.323333,-123.743333,86.7,110.0
4667,,198303,EK,32.0,CB,1.0,32.318333,-121.716666,86.7,80.0
4668,,198303,EK,33.0,CB,1.0,31.991666,-122.398333,86.7,90.0
4669,,198303,EK,37.0,CB,1.0,32.241666,-123.49,83.3,100.0
4670,,198303,EK,41.0,CB,1.0,33.583333,-120.748333,83.3,60.0
4671,,198303,EK,40.0,CB,1.0,33.245,-121.443333,83.3,70.0
4672,,198303,EK,39.0,CB,1.0,32.908333,-122.128333,83.3,80.0
4673,,198303,EK,38.0,CB,1.0,32.58,-122.815,83.3,90.0
4674,,198303,EK,47.0,CB,1.0,34.416666,-120.566666,80.0,51.0
4675,,198303,EK,48.0,CB,1.0,34.32,-120.796666,80.0,55.0
4676,,198303,EK,46.0,CB,1.0,34.27,-119.941666,82.0,46.0
4677,,198303,EK,45.0,CB,1.0,34.226666,-119.405,83.3,40.6
4678,,198303,EK,44.0,CB,1.0,34.178333,-119.508333,83.3,42.0
4679,,198303,EK,43.0,CB,1.0,33.851666,-120.196666,83.3,51.0
4680,,198303,EK,42.0,CB,1.0,33.743333,-120.408333,83.3,55.0
4681,,198303,EK,53.0,CB,1.0,32.816666,-123.901666,80.0,100.0
4682,,198303,EK,49.0,CB,1.0,34.15,-121.145,80.0,60.0
4683,,198303,EK,50.0,CB,1.0,33.82,-121.843333,80.0,70.0
4684,,198303,EK,51.0,CB,1.0,33.488333,-122.53,80.0,80.0
4685,,198303,EK,52.0,CB,1.0,33.151666,-123.216666,80.0,90.0
4686,,198303,EK,56.0,CB,1.0,33.388333,-124.321666,76.7,100.0
4687,,198303,EK,55.0,CB,1.0,33.055,-125.016666,76.7,110.0
4688,,198303,EK,58.0,CB,1.0,34.055,-122.946666,76.7,80.0
4689,,198303,EK,57.0,CB,1.0,33.721666,-123.636666,76.7,90.0
4690,,198303,EK,54.0,CB,1.0,32.483333,-124.585,80.0,110.0
4691,,198303,EK,63.0,CB,1.0,35.543333,-121.468333,73.3,53.0
4692,,198303,EK,64.0,CB,1.0,35.305,-121.955,73.3,60.0
4693,,198303,EK,62.0,CB,1.0,35.021666,-120.918333,76.7,51.0
4694,,198303,EK,59.0,CB,1.0,34.385,-122.248333,76.7,70.0
4695,,198303,EK,65.0,CB,1.0,34.976666,-122.668333,73.3,70.0
4696,,198303,EK,66.0,CB,1.0,34.643333,-123.365,73.3,80.0
4697,,198303,EK,67.0,CB,1.0,34.3,-124.056666,73.3,90.0
4698,,198303,EK,71.0,CB,1.0,34.535,-125.16,70.0,100.0
4699,,198303,EK,70.0,CB,1.0,34.213333,-125.875,70.0,110.0
4700,,198303,EK,72.0,CB,1.0,34.878333,-124.486666,70.0,90.0
4701,,198303,EK,68.0,CB,1.0,33.973333,-124.755,73.3,100.0
4702,,198303,EK,69.0,CB,1.0,33.643333,-125.448333,73.3,110.0
4703,,198303,EK,76.0,CB,1.0,36.115,-121.868333,70.0,53.0
4704,,198303,EK,75.0,CB,1.0,35.878333,-122.366666,70.0,60.0
4705,,198303,EK,74.0,CB,1.0,35.543333,-123.075,70.0,70.0
4706,,198303,EK,73.0,CB,1.0,35.211666,-123.78,70.0,80.0
4707,,198303,EK,77.0,CB,1.0,36.82,-121.985,66.7,49.0
4708,,198303,EK,78.0,CB,1.0,36.786666,-122.056666,66.7,50.0
4709,,198303,EK,79.0,CB,1.0,36.616666,-122.411666,66.7,55.0
4710,,198303,EK,80.0,CB,1.0,36.455,-122.773333,66.7,60.0
4711,,198303,EK,81.0,CB,1.0,36.123333,-123.483333,66.7,70.0
4712,,198303,EK,82.0,CB,1.0,35.783333,-124.195,66.7,80.0
4713,,198303,EK,83.0,CB,1.0,35.453333,-124.901666,66.7,90.0
4714,,198303,EK,87.0,CB,1.0,35.713333,-126.035,63.3,100.0
4715,,198303,EK,86.0,CB,1.0,35.373333,-126.758333,63.3,110.0
4716,,198303,EK,84.0,CB,1.0,35.12,-125.606666,66.7,100.0
4717,,198303,EK,85.0,CB,1.0,34.788333,-126.306666,66.7,110.0
4718,,198303,EK,93.0,CB,1.0,37.306666,-122.621666,63.3,52.0
4719,,198303,EK,92.0,CB,1.0,37.21,-122.835,63.3,55.0
4720,,198303,EK,91.0,CB,1.0,37.043333,-123.196666,63.3,60.0
4721,,198303,EK,90.0,CB,1.0,36.705,-123.915,63.3,70.0
4722,,198303,EK,89.0,CB,1.0,36.366666,-124.626666,63.3,80.0
4723,,198303,EK,88.0,CB,1.0,36.04,-125.341666,63.3,90.0
4724,,198303,EK,94.0,CB,1.0,37.95,-122.883333,60.0,50.0
4725,,198303,EK,95.0,CB,1.0,37.86,-123.061666,60.0,52.5
4726,,198303,EK,96.0,CB,1.0,37.78,-123.241666,60.0,55.0
4727,,198303,EK,97.0,CB,1.0,37.611666,-123.606666,60.0,60.0
4728,,198303,EK,98.0,CB,1.0,37.276666,-124.33,60.0,70.0
4729,,198303,EK,99.0,CB,1.0,36.946666,-125.053333,60.0,80.0
4730,,198303,EK,101.0,CB,1.0,36.283333,-126.485,60.0,100.0
4731,,198303,EK,102.0,CB,1.0,35.946666,-127.195,60.0,110.0
4732,,198303,EK,100.0,CB,1.0,36.613333,-125.773333,60.0,90.0
4733,22523.0,198401,NH,2.0,CB,1.0,33.256666,-118.2,90.0,35.0
4734,22635.0,198401,JD,1.0,CB,1.0,33.89,-118.495,86.7,33.0
4735,22718.0,198401,JD,2.0,CB,1.0,33.811666,-118.626666,86.7,35.0
4736,22637.0,198401,JD,3.0,CB,1.0,33.656666,-118.975,86.7,40.0
4737,22638.0,198401,JD,4.0,CB,1.0,33.488333,-119.32,86.7,45.0
4738,22524.0,198401,NH,3.0,CB,1.0,33.426666,-117.9,90.0,30.0
4739,22527.0,198401,NH,7.0,CB,1.0,33.185,-118.385,90.0,37.0
4740,22528.0,198401,NH,8.0,CB,1.0,32.65,-119.485,90.0,53.0
4741,22639.0,198401,JD,5.0,CB,1.0,33.323333,-119.663333,86.7,50.0
4742,22640.0,198401,JD,6.0,CB,1.0,33.156666,-120.011666,86.7,55.0
4743,22641.0,198401,JD,7.0,CB,1.0,32.99,-120.35,86.7,60.0
4744,22533.0,198401,NH,9.0,CB,1.0,32.41,-119.968333,90.0,60.0
4745,22642.0,198401,JD,8.0,CB,1.0,32.656666,-121.033333,86.7,70.0
4746,22719.0,198401,JD,9.0,CB,1.0,32.323333,-121.715,86.7,80.0
4747,22644.0,198401,JD,10.0,CB,1.0,31.99,-122.393333,86.7,90.0
4748,22534.0,198401,NH,10.0,CB,1.0,32.076666,-120.645,90.0,70.0
4749,22646.0,198401,JD,12.0,CB,1.0,32.245,-123.493333,83.3,100.0
4750,22645.0,198401,JD,11.0,CB,1.0,31.656666,-123.07,86.7,100.0
4751,22542.0,198401,NH,13.0,CB,1.0,31.083333,-122.65,90.0,100.0
4752,22539.0,198401,NH,11.0,CB,1.0,31.761666,-121.32,90.0,80.0
4753,22541.0,198401,NH,12.0,CB,1.0,31.408333,-121.993333,90.0,90.0
4754,22543.0,198401,NH,14.0,CB,1.0,30.508333,-122.281666,93.3,100.0
4755,22652.0,198401,JD,15.0,CB,1.0,33.246666,-121.443333,83.3,70.0
4756,22651.0,198401,JD,14.0,CB,1.0,32.911666,-122.128333,83.3,80.0
4757,22547.0,198401,NH,17.0,CB,1.0,31.486666,-120.251666,93.3,70.0
4758,22546.0,198401,NH,16.0,CB,1.0,31.173333,-120.908333,93.3,80.0
4759,22544.0,198401,NH,15.0,CB,1.0,30.855,-121.586666,93.3,90.0
4760,22656.0,198401,JD,20.0,CB,1.0,34.27,-119.938333,82.0,46.0
4761,22658.0,198401,JD,22.0,CB,1.0,34.225,-119.411666,83.3,40.6
4762,22657.0,198401,JD,21.0,CB,1.0,34.178333,-119.508333,83.3,42.0
4763,22655.0,198401,JD,18.0,CB,1.0,33.878333,-120.133333,83.3,51.0
4764,22654.0,198401,JD,17.0,CB,1.0,33.746666,-120.411666,83.3,55.0
4765,22653.0,198401,JD,16.0,CB,1.0,33.578333,-120.755,83.3,60.0
4766,22554.0,198401,NH,24.0,CB,1.0,32.678333,-117.868333,93.3,35.0
4767,22553.0,198401,NH,23.0,CB,1.0,32.508333,-118.215,93.3,40.0
4768,22552.0,198401,NH,22.0,CB,1.0,32.34,-118.555,93.3,45.0
4769,22550.0,198401,NH,20.0,CB,1.0,32.156666,-118.871666,93.3,50.0
4770,22549.0,198401,NH,19.0,CB,1.0,32.008333,-119.23,93.3,55.0
4771,22548.0,198401,NH,18.0,CB,1.0,31.838333,-119.568333,93.3,60.0
4772,22659.0,198401,JD,23.0,CB,1.0,34.45,-120.523333,80.0,51.0
4773,22555.0,198401,NH,25.0,CB,1.0,32.85,-117.528333,93.3,30.0
4774,22660.0,198401,JD,24.0,CB,1.0,34.316666,-120.801666,80.0,55.0
4775,22661.0,198401,JD,25.0,CB,1.0,34.158333,-121.15,80.0,60.0
4776,22561.0,198401,NH,27.0,CB,1.0,32.956666,-117.303333,93.3,26.7
4777,22560.0,198401,NH,26.0,CB,1.0,32.87,-117.453333,93.3,29.0
4778,22665.0,198401,JD,26.0,CB,1.0,33.816666,-121.843333,80.0,70.0
4779,22671.0,198401,JD,29.0,CB,1.0,32.816666,-123.906666,80.0,100.0
4780,22669.0,198401,JD,27.0,CB,1.0,33.483333,-122.533333,80.0,80.0
4781,22670.0,198401,JD,28.0,CB,1.0,33.15,-123.221666,80.0,90.0
4782,22672.0,198401,JD,30.0,CB,1.0,33.388333,-124.323333,76.7,100.0
4783,22675.0,198401,JD,34.0,CB,1.0,34.388333,-122.246666,76.7,70.0
4784,22674.0,198401,JD,33.0,CB,1.0,34.055,-122.941666,76.7,80.0
4785,22673.0,198401,JD,31.0,CB,1.0,33.721666,-123.633333,76.7,90.0
4786,22680.0,198401,JD,40.0,CB,1.0,35.643333,-121.255,73.3,50.0
4787,22679.0,198401,JD,39.0,CB,1.0,35.121666,-120.706666,76.7,48.0
4788,22678.0,198401,JD,38.0,CB,1.0,35.021666,-120.918333,76.7,51.0
4789,22677.0,198401,JD,36.0,CB,1.0,34.888333,-121.198333,76.7,55.0
4790,22676.0,198401,JD,35.0,CB,1.0,34.721666,-121.548333,76.7,60.0
4791,22681.0,198401,JD,41.0,CB,1.0,35.543333,-121.468333,73.3,53.0
4792,22682.0,198401,JD,42.0,CB,1.0,35.31,-121.961666,73.3,60.0
4793,22683.0,198401,JD,44.0,CB,1.0,34.976666,-122.665,73.3,70.0
4794,22684.0,198401,JD,45.0,CB,1.0,34.643333,-123.365,73.3,80.0
4795,22687.0,198401,JD,49.0,CB,1.0,34.548333,-125.18,70.0,100.0
4796,22688.0,198401,JD,50.0,CB,1.0,34.881666,-124.48,70.0,90.0
4797,22686.0,198401,JD,47.0,CB,1.0,33.976666,-124.756666,73.3,100.0
4798,22685.0,198401,JD,46.0,CB,1.0,34.31,-124.061666,73.3,90.0
4799,22692.0,198401,JD,54.0,CB,1.0,36.115,-121.868333,70.0,53.0
4800,22691.0,198401,JD,53.0,CB,1.0,35.881666,-122.365,70.0,60.0
4801,22690.0,198401,JD,52.0,CB,1.0,35.548333,-123.073333,70.0,70.0
4802,22689.0,198401,JD,51.0,CB,1.0,35.215,-123.778333,70.0,80.0
4803,22694.0,198401,JD,56.0,CB,1.0,36.82,-121.985,66.7,49.0
4804,22696.0,198401,JD,58.0,CB,1.0,36.62,-122.415,66.7,55.0
4805,22697.0,198401,JD,59.0,CB,1.0,36.453333,-122.773333,66.7,60.0
4806,22693.0,198401,JD,55.0,CB,1.0,36.181666,-121.726666,70.0,51.0
4807,22701.0,198401,JD,63.0,CB,1.0,36.043333,-125.341666,63.3,90.0
4808,22698.0,198401,JD,60.0,CB,1.0,36.12,-123.485,66.7,70.0
4809,22699.0,198401,JD,61.0,CB,1.0,35.786666,-124.195,66.7,80.0
4810,22732.0,198401,JD,62.0,CB,1.0,35.453333,-124.903333,66.7,90.0
4811,22707.0,198401,JD,69.0,CB,1.0,37.376666,-122.473333,63.3,50.0
4812,22706.0,198401,JD,68.0,CB,1.0,37.31,-122.618333,63.3,52.0
4813,22705.0,198401,JD,67.0,CB,1.0,37.21,-122.835,63.3,55.0
4814,22733.0,198401,JD,66.0,CB,1.0,37.043333,-123.195,63.3,60.0
4815,22703.0,198401,JD,65.0,CB,1.0,36.71,-123.913333,63.3,70.0
4816,22702.0,198401,JD,64.0,CB,1.0,36.376666,-124.628333,63.3,80.0
4817,22708.0,198401,JD,70.0,CB,1.0,37.946666,-122.881666,60.0,50.0
4818,22709.0,198401,JD,71.0,CB,1.0,37.863333,-123.063333,60.0,52.5
4819,22710.0,198401,JD,72.0,CB,1.0,37.78,-123.245,60.0,55.0
4820,22734.0,198401,JD,73.0,CB,1.0,37.613333,-123.608333,60.0,60.0
4821,22712.0,198401,JD,74.0,CB,1.0,37.28,-124.331666,60.0,70.0
4822,22715.0,198401,JD,78.0,CB,1.0,36.28,-126.485,60.0,100.0
4823,22713.0,198401,JD,75.0,CB,1.0,36.946666,-125.053333,60.0,80.0
4824,22714.0,198401,JD,76.0,CB,1.0,36.613333,-125.771666,60.0,90.0
4825,22717.0,198401,JD,80.0,CB,1.0,35.12,-125.606666,66.7,100.0
4826,,198403,JD,1.0,CB,1.0,37.946666,-122.881666,60.0,50.0
4827,,198403,JD,2.0,CB,1.0,37.863333,-123.063333,60.0,52.5
4828,,198403,JD,5.0,CB,1.0,37.78,-123.245,60.0,55.0
4829,,198403,JD,10.0,CB,1.0,37.613333,-123.608333,60.0,60.0
4830,22739.0,198402,NH,4.0,CB,1.0,37.436666,-123.973333,60.0,65.0
4831,22741.0,198402,NH,5.0,CB,1.0,37.286666,-124.328333,60.0,70.0
4832,22742.0,198402,NH,6.0,CB,1.0,36.95,-125.031666,60.0,80.0
4833,22744.0,198402,NH,8.0,CB,1.0,36.273333,-126.481666,60.0,100.0
4834,22743.0,198402,NH,7.0,CB,1.0,36.606666,-125.781666,60.0,90.0
4835,22746.0,198402,NH,10.0,CB,1.0,35.716666,-126.061666,63.3,100.0
4836,,198403,JD,21.0,CB,1.0,37.376666,-122.473333,63.3,50.0
4837,,198403,JD,23.0,CB,1.0,37.31,-122.618333,63.3,52.0
4838,,198403,JD,26.0,CB,1.0,37.21,-122.835,63.3,55.0
4839,,198403,JD,31.0,CB,1.0,37.043333,-123.195,63.3,60.0
4840,22747.0,198402,NH,11.0,CB,1.0,36.045,-125.335,63.3,90.0
4841,22751.0,198402,NH,15.0,CB,1.0,36.876666,-123.56,63.3,65.0
4842,22749.0,198402,NH,13.0,CB,1.0,36.72,-123.898333,63.3,70.0
4843,22748.0,198402,NH,12.0,CB,1.0,36.373333,-124.62,63.3,80.0
4844,,198403,JD,43.0,CB,1.0,36.82,-121.985,66.7,49.0
4845,,198403,JD,44.0,CB,1.0,36.781666,-122.063333,66.7,50.0
4846,22752.0,198402,NH,16.0,CB,1.0,36.271666,-123.135,66.7,65.0
4847,22753.0,198402,NH,17.0,CB,1.0,36.121666,-123.488333,66.7,70.0
4848,22757.0,198402,NH,20.0,CB,1.0,35.115,-125.598333,66.7,100.0
4849,,198403,JD,52.0,CB,1.0,36.62,-122.415,66.7,55.0
4850,,198403,JD,57.0,CB,1.0,36.451666,-122.773333,66.7,60.0
4851,22754.0,198402,NH,18.0,CB,1.0,35.788333,-124.191666,66.7,80.0
4852,22755.0,198402,NH,19.0,CB,1.0,35.446666,-124.913333,66.7,90.0
4853,22758.0,198402,NH,21.0,CB,1.0,34.555,-125.185,70.0,100.0
4854,,198403,JD,70.0,CB,1.0,36.181666,-121.726666,70.0,51.0
4855,,198403,JD,72.0,CB,1.0,36.115,-121.868333,70.0,53.0
4856,,198403,JD,79.0,CB,1.0,35.881666,-122.363333,70.0,60.0
4857,22763.0,198402,NH,26.0,CB,1.0,35.71,-122.72,70.0,65.0
4858,22762.0,198402,NH,25.0,CB,1.0,35.541666,-123.08,70.0,70.0
4859,22760.0,198402,NH,23.0,CB,1.0,35.205,-123.768333,70.0,80.0
4860,22759.0,198402,NH,22.0,CB,1.0,34.875,-124.481666,70.0,90.0
4861,22769.0,198402,NH,31.0,CB,1.0,33.953333,-124.761666,73.3,100.0
4862,,198403,JD,90.0,CB,1.0,35.643333,-121.253333,73.3,50.0
4863,,198403,JD,93.0,CB,1.0,35.543333,-121.468333,73.3,53.0
4864,,198403,JD,100.0,CB,1.0,35.308333,-121.963333,73.3,60.0
4865,22764.0,198402,NH,27.0,CB,1.0,35.146666,-122.325,73.3,65.0
4866,22765.0,198402,NH,28.0,CB,1.0,34.978333,-122.656666,73.3,70.0
4867,22767.0,198402,NH,29.0,CB,1.0,34.641666,-123.376666,73.3,80.0
4868,22768.0,198402,NH,30.0,CB,1.0,34.323333,-124.038333,73.3,90.0
4869,22770.0,198402,NH,32.0,CB,1.0,33.386666,-124.34,76.7,100.0
4870,,198403,JD,114.0,CB,1.0,35.121666,-120.706666,76.7,48.0
4871,,198403,JD,117.0,CB,1.0,35.021666,-120.92,76.7,51.0
4872,,198403,JD,121.0,CB,1.0,34.888333,-121.198333,76.7,55.0
4873,,198403,JD,126.0,CB,1.0,34.721666,-121.548333,76.7,60.0
4874,22774.0,198402,NH,35.0,CB,1.0,34.375,-122.253333,76.7,70.0
4875,22773.0,198402,NH,34.0,CB,1.0,34.056666,-122.925,76.7,80.0
4876,22772.0,198402,NH,33.0,CB,1.0,33.72,-123.621666,76.7,90.0
4877,22775.0,198402,NH,36.0,CB,1.0,34.551666,-121.903333,76.7,65.0
4878,,198403,JD,137.0,CB,1.0,34.45,-120.521666,80.0,51.0
4879,,198403,JD,141.0,CB,1.0,34.316666,-120.8,80.0,55.0
4880,22776.0,198402,NH,37.0,CB,1.0,33.986666,-121.495,80.0,65.0
4881,22778.0,198402,NH,38.0,CB,1.0,33.831666,-121.85,80.0,70.0
4882,22783.0,198402,NH,39.0,CB,1.0,33.488333,-122.54,80.0,80.0
4883,22784.0,198402,NH,40.0,CB,1.0,33.156666,-123.23,80.0,90.0
4884,22785.0,198402,NH,41.0,CB,1.0,32.838333,-123.92,80.0,100.0
4885,22787.0,198402,NH,42.0,CB,1.0,32.24,-123.476666,83.3,100.0
4886,,198403,JD,190.0,CB,1.0,34.268333,-119.936666,82.0,46.0
4887,,198403,JD,198.0,CB,1.0,34.225,-119.411666,83.3,40.6
4888,22793.0,198402,NH,44.0,CB,1.0,32.898333,-122.131666,83.3,80.0
4889,22792.0,198402,NH,43.0,CB,1.0,32.591666,-122.808333,83.3,90.0
4890,22794.0,198402,NH,45.0,CB,1.0,32.323333,-121.713333,86.7,80.0
4891,,198403,JD,213.0,CB,1.0,34.15,-121.15,80.0,60.0
4892,,198403,JD,199.0,CB,1.0,34.178333,-119.508333,83.3,42.0
4893,,198403,JD,203.0,CB,1.0,33.876666,-120.133333,83.3,51.0
4894,,198403,JD,207.0,CB,1.0,33.743333,-120.408333,83.3,55.0
4895,,198403,JD,212.0,CB,1.0,33.578333,-120.755,83.3,60.0
4896,22796.0,198402,NH,47.0,CB,1.0,31.655,-123.073333,86.7,100.0
4897,22795.0,198402,NH,46.0,CB,1.0,31.995,-122.403333,86.7,90.0
4898,22798.0,198402,NH,48.0,CB,1.0,31.096666,-122.66,90.0,100.0
4899,22799.0,198402,NH,49.0,CB,1.0,31.415,-121.993333,90.0,90.0
4900,22802.0,198402,NH,51.0,CB,1.0,32.078333,-120.635,90.0,70.0
4901,22800.0,198402,NH,50.0,CB,1.0,31.751666,-121.33,90.0,80.0
4902,,198403,JD,265.0,CB,1.0,33.411666,-121.098333,83.3,65.0
4903,,198403,JD,260.0,CB,1.0,33.245,-121.441666,83.3,70.0
4904,,198403,JD,276.0,CB,1.0,32.821666,-120.691666,86.7,65.0
4905,,198403,JD,271.0,CB,1.0,32.656666,-121.033333,86.7,70.0
4906,22810.0,198402,NH,56.0,CB,1.0,30.503333,-122.265,93.3,100.0
4907,22807.0,198402,NH,54.0,CB,1.0,31.186666,-120.935,93.3,80.0
4908,22809.0,198402,NH,55.0,CB,1.0,30.823333,-121.585,93.3,90.0
4909,,198403,JD,320.0,CB,1.0,33.89,-118.49,86.7,33.0
4910,,198403,JD,322.0,CB,1.0,33.823333,-118.628333,86.7,35.0
4911,,198403,JD,352.0,CB,1.0,32.99,-120.35,86.7,60.0
4912,,198403,JD,372.0,CB,1.0,33.656666,-118.975,86.7,40.0
4913,,198403,JD,367.0,CB,1.0,33.49,-119.318333,86.7,45.0
4914,,198403,JD,362.0,CB,1.0,33.323333,-119.663333,86.7,50.0
4915,,198403,JD,357.0,CB,1.0,33.156666,-120.005,86.7,55.0
4916,,198403,JD,423.0,CB,1.0,33.483333,-117.77,90.0,28.0
4917,,198403,JD,425.0,CB,1.0,33.416666,-117.905,90.0,30.0
4918,,198403,JD,430.0,CB,1.0,33.186666,-118.39,90.0,37.0
4919,,198403,JD,438.0,CB,1.0,32.918333,-118.935,90.0,45.0
4920,,198403,JD,446.0,CB,1.0,32.651666,-119.481666,90.0,53.0
4921,,198403,JD,453.0,CB,1.0,32.418333,-119.96,90.0,60.0
4922,,198403,JD,539.0,CB,1.0,32.956666,-117.303333,93.3,26.7
4923,,198403,JD,540.0,CB,1.0,32.846666,-117.533333,93.3,30.0
4924,,198403,JD,541.0,CB,1.0,32.913333,-117.395,93.3,28.0
4925,,198403,JD,542.0,CB,1.0,32.88,-117.463333,93.3,29.0
4926,,198403,JD,548.0,CB,1.0,32.678333,-117.873333,93.3,35.0
4927,,198403,JD,553.0,CB,1.0,32.513333,-118.213333,93.3,40.0
4928,,198403,JD,558.0,CB,1.0,32.346666,-118.555,93.3,45.0
4929,,198403,JD,563.0,CB,1.0,32.18,-118.893333,93.3,50.0
4930,,198403,JD,568.0,CB,1.0,32.013333,-119.233333,93.3,55.0
4931,,198403,JD,573.0,CB,1.0,31.845,-119.571666,93.3,60.0
4932,,198403,JD,574.0,CB,1.0,31.513333,-120.248333,93.3,70.0
4933,23149.0,198404,NH,1.0,CB,1.0,33.483333,-117.781666,90.0,28.0
4934,23150.0,198404,NH,2.0,CB,1.0,33.415,-117.908333,90.0,30.0
4935,23151.0,198404,NH,3.0,CB,1.0,33.251666,-118.253333,90.0,35.0
4936,23343.0,198404,JD,1.0,CB,1.0,33.89,-118.49,86.7,33.0
4937,23263.0,198404,JD,2.0,CB,1.0,33.823333,-118.633333,86.7,35.0
4938,23264.0,198404,JD,3.0,CB,1.0,33.658333,-118.973333,86.7,40.0
4939,23152.0,198404,NH,4.0,CB,1.0,33.185,-118.405,90.0,37.0
4940,23153.0,198404,NH,5.0,CB,1.0,32.918333,-118.936666,90.0,45.0
4941,23328.0,198404,JD,4.0,CB,1.0,33.49,-119.321666,86.7,45.0
4942,23266.0,198404,JD,5.0,CB,1.0,33.323333,-119.663333,86.7,50.0
4943,23241.0,198404,NH,8.0,CB,1.0,32.076666,-120.643333,90.0,70.0
4944,23267.0,198404,JD,6.0,CB,1.0,33.158333,-120.008333,86.7,55.0
4945,23329.0,198404,JD,7.0,CB,1.0,32.99,-120.353333,86.7,60.0
4946,23269.0,198404,JD,8.0,CB,1.0,32.656666,-121.035,86.7,70.0
4947,23270.0,198404,JD,9.0,CB,1.0,32.325,-121.715,86.7,80.0
4948,23165.0,198404,NH,11.0,CB,1.0,31.076666,-122.656666,90.0,100.0
4949,23166.0,198404,NH,13.0,CB,1.0,30.506666,-122.255,93.3,100.0
4950,23167.0,198404,NH,14.0,CB,1.0,30.846666,-121.591666,93.3,90.0
4951,23273.0,198404,JD,12.0,CB,1.0,32.246666,-123.488333,83.3,100.0
4952,23330.0,198404,JD,11.0,CB,1.0,31.656666,-123.07,86.7,100.0
4953,23271.0,198404,JD,10.0,CB,1.0,31.99,-122.393333,86.7,90.0
4954,23171.0,198404,NH,18.0,CB,1.0,32.015,-119.225,93.3,55.0
4955,23170.0,198404,NH,17.0,CB,1.0,31.845,-119.575,93.3,60.0
4956,23169.0,198404,NH,16.0,CB,1.0,31.516666,-120.331666,93.3,70.0
4957,23168.0,198404,NH,15.0,CB,1.0,31.18,-120.92,93.3,80.0
4958,23277.0,198404,JD,13.0,CB,1.0,32.578333,-122.811666,83.3,90.0
4959,23176.0,198404,NH,23.0,CB,1.0,32.848333,-117.533333,93.3,30.0
4960,23175.0,198404,NH,22.0,CB,1.0,32.681666,-117.876666,93.3,35.0
4961,23174.0,198404,NH,21.0,CB,1.0,32.513333,-118.215,93.3,40.0
4962,23173.0,198404,NH,20.0,CB,1.0,32.346666,-118.556666,93.3,45.0
4963,23172.0,198404,NH,19.0,CB,1.0,32.176666,-118.891666,93.3,50.0
4964,23282.0,198404,JD,18.0,CB,1.0,33.878333,-120.133333,83.3,51.0
4965,23281.0,198404,JD,17.0,CB,1.0,33.745,-120.41,83.3,55.0
4966,23332.0,198404,JD,16.0,CB,1.0,33.578333,-120.755,83.3,60.0
4967,23279.0,198404,JD,15.0,CB,1.0,33.251666,-121.44,83.3,70.0
4968,23278.0,198404,JD,14.0,CB,1.0,32.91,-122.128333,83.3,80.0
4969,23180.0,198404,NH,25.0,CB,1.0,32.956666,-117.305,93.3,26.7
4970,23181.0,198404,NH,26.0,CB,1.0,32.878333,-117.466666,93.3,29.0
4971,23333.0,198404,JD,22.0,CB,1.0,34.45,-120.556666,80.0,51.0
4972,23287.0,198404,JD,24.0,CB,1.0,34.316666,-120.801666,80.0,55.0
4973,23288.0,198404,JD,26.0,CB,1.0,34.153333,-121.15,80.0,60.0
4974,23285.0,198404,JD,21.0,CB,1.0,34.271666,-119.941666,82.0,46.0
4975,23284.0,198404,JD,20.0,CB,1.0,34.225,-119.411666,83.3,40.6
4976,23283.0,198404,JD,19.0,CB,1.0,34.201666,-119.508333,83.3,42.0
4977,23292.0,198404,JD,27.0,CB,1.0,33.816666,-121.843333,80.0,70.0
