Seq_number,Sample Name,Jar,Sample Number,Sample Name,Jar,,Jar_improved,Barcode,New_name,Location,Year,ext_rep,tech_rep,Sample_Control,Control_Type,Date,Lat,Lon,Lat Lon,Volume
CO1_ETOHJAR.0157.S217.L002,Tech_rep_2_1304_86.7_50,1304_86.7_50,165,Tech_rep_2_1304_86.7_50,1304_86.7_50,,2013_4_86.7_50,CO169,CO1_2013_4_86.7_50_1_2,2013_4_86.7_50,2013,1,2,Sample,NA,4/15/13,33.3245,-119.66017,33.3245 N 119.66017 W,125
CO1_ETOHJAR.0158.S218.L002,Tech_rep_2_1304_93.3_30,1304_93.3_30,166,Tech_rep_2_1304_93.3_30,1304_93.3_30,,2013_4_93.3_30,CO170,CO1_2013_4_93.3_30_1_2,2013_4_93.3_30,2013,1,2,Sample,NA,4/7/13,32.8385,-117.533,32.8385 N 117.533 W,125
CO1_ETOHJAR.0159.S219.L002,Tech_rep_2_1304_93.3_60,1304_93.3_60,167,Tech_rep_2_1304_93.3_60,1304_93.3_60,,2013_4_93.3_60,CO171,CO1_2013_4_93.3_60_1_2,2013_4_93.3_60,2013,1,2,Sample,NA,4/11/13,31.8475,-119.5805,31.8475 N 119.5805 W,125
CO1_ETOHJAR.0160.S220.L002,Tech_rep_2_1404_80_60_J1,1404_80_60_J1,168,Tech_rep_2_1404_80_60_J1,1404_80_60_J1,,2014_4_80_60_J1,CO172,CO1_2014_4_80_60_1_2,2014_4_80_60,2014,1,2,Sample,NA,4/13/14,34.16203,-121.15758,34.16203 N 121.15758 W,125
CO1_ETOHJAR.0161.S221.L002,Tech_rep_2_1404_80_60_J2,1404_80_60_J2,169,Tech_rep_2_1404_80_60_J2,1404_80_60_J2,,2014_4_80_60_J2,CO173,CO1_2014_4_80_60_2_2,2014_4_80_60,2014,2,2,Sample,NA,4/13/14,34.16203,-121.15758,34.16203 N 121.15758 W,125
CO1_ETOHJAR.0162.S222.L002,Tech_rep_2_1404_93.3_30,1404_93.3_30,170,Tech_rep_2_1404_93.3_30,1404_93.3_30,,2014_4_93.3_30,CO174,CO1_2014_4_93.3_30_1_2,2014_4_93.3_30,2014,1,2,Sample,NA,4/2/14,32.84772,-117.53193,32.84772 N 117.53193 W,125
CO1_ETOHJAR.0163.S223.L002,Tech_rep_2_1404_93.3_60,1404_93.3_60,171,Tech_rep_2_1404_93.3_60,1404_93.3_60,,2014_4_93.3_60,CO175,CO1_2014_4_93.3_60_1_2,2014_4_93.3_60,2014,1,2,Sample,NA,4/3/14,31.84738,-119.56267,31.84738 N 119.56267 W,125
CO1_ETOHJAR.0164.S224.L002,Tech_rep_2_1504_80_60,1504_80_60,172,Tech_rep_2_1504_80_60,1504_80_60,,2015_4_80_60,CO176,CO1_2015_4_80_60_1_2,2015_4_80_60,2015,1,2,Sample,NA,4/16/15,34.15052,-121.14713,34.15052 N 121.14713 W,100
CO1_ETOHJAR.0165.S225.L002,Tech_rep_2_1504_86.7_50,1504_86.7_50,173,Tech_rep_2_1504_86.7_50,1504_86.7_50,,2015_4_86.7_50,CO177,CO1_2015_4_86.7_50_1_2,2015_4_86.7_50,2015,1,2,Sample,NA,4/11/15,33.32897,-119.6576,33.32897 N 119.6576 W,125
CO1_ETOHJAR.0166.S226.L002,Tech_rep_2_1504_93.3_30,1504_93.3_30,174,Tech_rep_2_1504_93.3_30,1504_93.3_30,,2015_4_93.3_30,CO178,CO1_2015_4_93.3_30_1_2,2015_4_93.3_30,2015,1,2,Sample,NA,4/5/15,32.84228,-117.53622,32.84228 N 117.53622 W,125
CO1_ETOHJAR.0167.S227.L002,Tech_rep_2_1504_93.3_60,1504_93.3_60,175,Tech_rep_2_1504_93.3_60,1504_93.3_60,,2015_4_93.3_60,CO179,CO1_2015_4_93.3_60_1_2,2015_4_93.3_60,2015,1,2,Sample,NA,4/6/15,31.84518,-119.56667,31.84518 N 119.56667 W,125
CO1_ETOHJAR.0168.S228.L002,Tech_rep_2_1604_86.7_50_J1,1604_86.7_50_J1,176,Tech_rep_2_1604_86.7_50_J1,1604_86.7_50_J1,,2016_4_86.7_50_J1,CO180,CO1_2016_4_86.7_50_1_2,2016_4_86.7_50,2016,1,2,Sample,NA,4/9/16,33.31567,-119.65623,33.31567 N 119.65623 W,125
CO1_ETOHJAR.0169.S229.L002,Tech_rep_2_1604_86.7_50_J2,1604_86.7_50_J2,177,Tech_rep_2_1604_86.7_50_J2,1604_86.7_50_J2,,2016_4_86.7_50_J2,CO181,CO1_2016_4_86.7_50_2_2,2016_4_86.7_50,2016,2,2,Sample,NA,4/9/16,33.31567,-119.65623,33.31567 N 119.65623 W,125
CO1_ETOHJAR.0170.S230.L002,Tech_rep_2_1604_93.3_30,1604_93.3_30,178,Tech_rep_2_1604_93.3_30,1604_93.3_30,,2016_4_93.3_30,CO182,CO1_2016_4_93.3_30_1_2,2016_4_93.3_30,2016,1,2,Sample,NA,4/2/16,32.84232,-117.53212,32.84232 N 117.53212 W,125
CO1_ETOHJAR.0171.S231.L002,Tech_rep_2_1604_93.3_60,1604_93.3_60,179,Tech_rep_2_1604_93.3_60,1604_93.3_60,,2016_4_93.3_60,CO183,CO1_2016_4_93.3_60_1_2,2016_4_93.3_60,2016,1,2,Sample,NA,4/3/16,31.84073,-119.57013,31.84073 N 119.57013 W,125
CO1_ETOHJAR.0172.S232.L002,Tech_rep_2_1704_80_60,1704_80_60,180,Tech_rep_2_1704_80_60,1704_80_60,,2017_4_80_60,CO184,CO1_2017_4_80_60_1_2,2017_4_80_60,2017,1,2,Sample,NA,4/11/17,34.14817,-121.15233,34.14817 N 121.15233 W,125
CO1_ETOHJAR.0173.S233.L002,Tech_rep_2_1704_86.7_50,1704_86.7_50,181,Tech_rep_2_1704_86.7_50,1704_86.7_50,,2017_4_86.7_50,CO185,CO1_2017_4_86.7_50_1_2,2017_4_86.7_50,2017,1,2,Sample,NA,4/6/17,33.32372,-119.66018,33.32372 N 119.66018 W,125
CO1_ETOHJAR.0174.S234.L002,Tech_rep_2_1704_93.3_60,1704_93.3_60,182,Tech_rep_2_1704_93.3_60,1704_93.3_60,,2017_3_93.3_60,CO186,CO1_2017_3_93.3_60_1_2,2017_3_93.3_60,2017,1,2,Sample,NA,3/30/17,31.84467,-119.57317,31.84467 N 119.57317 W,125
CO1_ETOHJAR.0175.S235.L002,Tech_rep_2_1804_80_60,1804_80_60,183,Tech_rep_2_1804_80_60,1804_80_60,,2018_4_80_60,CO187,CO1_2018_4_80_60_1_2,2018_4_80_60,2018,1,2,Sample,NA,4/18/18,34.14462,-121.1617,34.14462 N 121.1617 W,125
CO1_ETOHJAR.0176.S236.L002,Tech_rep_2_1804_86.7_50,1804_86.7_50,184,Tech_rep_2_1804_86.7_50,1804_86.7_50,,2018_4_86.7_50,CO188,CO1_2018_4_86.7_50_1_2,2018_4_86.7_50,2018,1,2,Sample,NA,4/12/18,33.31112,-119.6585,33.31112 N 119.6585 W,125
CO1_ETOHJAR.275.S345.L002,Tech_rep_2_1804_86.7_50_CN,1804_86.7_50_CN,185,Tech_rep_2_1804_86.7_50_CN,1804_86.7_50_CN,,2018_4_86.7_50_CN,CO189,CO1_2018_4_86.7_50_2_2,2018_4_86.7_50,2018,2,2,Sample,NA,4/12/18,33.31112,-119.6585,33.31112 N 119.6585 W,125
CO1_ETOHJAR.276.S346.L002,Tech_rep_2_1804_93.3_30,1804_93.3_30,186,Tech_rep_2_1804_93.3_30,1804_93.3_30,,2018_4_93.3_30,CO190,CO1_2018_4_93.3_30_1_2,2018_4_93.3_30,2018,1,2,Sample,NA,4/6/18,32.84637,-117.5232,32.84637 N 117.5232 W,125
CO1_ETOHJAR.277.S347.L002,Tech_rep_2_1804_93.3_60,1804_93.3_60,187,Tech_rep_2_1804_93.3_60,1804_93.3_60,,2018_4_93.3_60,CO191,CO1_2018_4_93.3_60_1_2,2018_4_93.3_60,2018,1,2,Sample,NA,4/7/18,31.84667,-119.5725,31.84667 N 119.5725 W,125
CO1_ETOHJAR.278.S348.L002,Tech_rep_2_1904_80_60_J1,1904_80_60_J1,188,Tech_rep_2_1904_80_60_J1,1904_80_60_J1,,2019_4_80_60_J1,CO192,CO1_2019_4_80_60_1_2,2019_4_80_60,2019,1,2,Sample,NA,4/15/19,34.14882,-121.15433,34.14882 N 121.15433 W,125
CO1_ETOHJAR.279.S349.L002,Tech_rep_2_1904_80_60_J2,1904_80_60_J2,189,Tech_rep_2_1904_80_60_J2,1904_80_60_J2,,2019_4_80_60_J2,CO193,CO1_2019_4_80_60_2_2,2019_4_80_60,2019,2,2,Sample,NA,4/15/19,34.14882,-121.15433,34.14882 N 121.15433 W,125
CO1_ETOHJAR.280.S350.L002,Tech_rep_2_1904_86.7_50,1904_86.7_50,190,Tech_rep_2_1904_86.7_50,1904_86.7_50,,2019_4_86.7_50,CO194,CO1_2019_4_86.7_50_1_2,2019_4_86.7_50,2019,1,2,Sample,NA,4/8/19,33.32117,-119.66517,33.32117 N 119.66517 W,125
CO1_ETOHJAR.281.S351.L002,Tech_rep_2_1904_93.3_30,1904_93.3_30,191,Tech_rep_2_1904_93.3_30,1904_93.3_30,,2019_4_93.3_30,CO195,CO1_2019_4_93.3_30_1_2,2019_4_93.3_30,2019,1,2,Sample,NA,4/3/19,32.845,-117.52782,32.845 N 117.52782 W,125
CO1_ETOHJAR.282.S352.L002,Tech_rep_2_1904_93.3_60,1904_93.3_60,192,Tech_rep_2_1904_93.3_60,1904_93.3_60,,2019_4_93.3_60,CO196,CO1_2019_4_93.3_60_1_2,2019_4_93.3_60,2019,1,2,Sample,NA,4/4/19,31.84682,-119.57432,31.84682 N 119.57432 W,125
CO1_ETOHJAR.0177.S237.L002,Tech_rep_3_9604_80_60,9604_80_60,193,Tech_rep_3_9604_80_60,9604_80_60,,1996_4_80_60,CO201,CO1_1996_4_80_60_1_3,1996_4_80_60,1996,1,3,Sample,NA,4/28/96,34.151666,-121.148333,34.151666 N 121.148333 W,125
CO1_ETOHJAR.0178.S238.L002,Tech_rep_3_9604_86.7_50,9604_86.7_50,194,Tech_rep_3_9604_86.7_50,9604_86.7_50,,1996_4_86.7_50,CO202,CO1_1996_4_86.7_50_1_3,1996_4_86.7_50,1996,1,3,Sample,NA,4/23/96,33.325,-119.661666,33.325 N 119.661666 W,125
CO1_ETOHJAR.0179.S239.L002,Tech_rep_3_9604_93.3_30,9604_93.3_30,195,Tech_rep_3_9604_93.3_30,9604_93.3_30,,1996_4_93.3_30,CO203,CO1_1996_4_93.3_30_1_3,1996_4_93.3_30,1996,1,3,Sample,NA,4/16/96,32.848333,-117.526666,32.848333 N 117.526666 W,125
CO1_ETOHJAR.0180.S240.L002,Tech_rep_3_9604_93.3_60,9604_93.3_60,196,Tech_rep_3_9604_93.3_60,9604_93.3_60,,1996_4_93.3_60,CO204,CO1_1996_4_93.3_60_1_3,1996_4_93.3_60,1996,1,3,Sample,NA,4/17/96,31.848333,-119.571666,31.848333 N 119.571666 W,125
CO1_BLANK.1.S241.L002,Tech_rep_3_9804_80_60,9804_80_60,197,Tech_rep_3_9804_80_60,9804_80_60,,1998_4_80_60,CO205,CO1_1998_4_80_60_1_3,1998_4_80_60,1998,1,3,Sample,NA,4/15/98,34.151666,-121.145,34.151666 N 121.145 W,125
CO1_BLANK.2.S242.L002,Tech_rep_3_9804_86.7_50,9804_86.7_50,198,Tech_rep_3_9804_86.7_50,9804_86.7_50,,1998_4_86.7_50,CO206,CO1_1998_4_86.7_50_1_3,1998_4_86.7_50,1998,1,3,Sample,NA,4/10/98,33.323333,-119.663333,33.323333 N 119.663333 W,125
CO1_CAMEL.1.S243.L002,Tech_rep_3_9804_93.3_30,9804_93.3_30,199,Tech_rep_3_9804_93.3_30,9804_93.3_30,,1998_4_93.3_30,CO207,CO1_1998_4_93.3_30_1_3,1998_4_93.3_30,1998,1,3,Sample,NA,4/3/98,32.848333,-117.528333,32.848333 N 117.528333 W,125
CO1_PCR.NEG.1.S244.L002,Tech_rep_3_9804_93.3_60,9804_93.3_60,200,Tech_rep_3_9804_93.3_60,9804_93.3_60,,1998_4_93.3_60,CO208,CO1_1998_4_93.3_60_1_3,1998_4_93.3_60,1998,1,3,Sample,NA,4/4/98,31.846666,-119.571666,31.846666 N 119.571666 W,125
CO1_ETOHJAR.0181.S245.L002,Tech_rep_3_9904_80_60,9904_80_60,201,Tech_rep_3_9904_80_60,9904_80_60,,1999_4_80_60,CO209,CO1_1999_4_80_60_1_3,1999_4_80_60,1999,1,3,Sample,NA,4/13/99,34.153333,-121.146666,34.153333 N 121.146666 W,125
CO1_ETOHJAR.0182.S246.L002,Tech_rep_3_9904_86.7_50,9904_86.7_50,202,Tech_rep_3_9904_86.7_50,9904_86.7_50,,1999_4_86.7_50,CO210,CO1_1999_4_86.7_50_1_3,1999_4_86.7_50,1999,1,3,Sample,NA,4/8/99,33.325,-119.663333,33.325 N 119.663333 W,125
CO1_ETOHJAR.0183.S247.L002,Tech_rep_3_9904_93.3_30,9904_93.3_30,203,Tech_rep_3_9904_93.3_30,9904_93.3_30,,1999_4_93.3_30,CO211,CO1_1999_4_93.3_30_1_3,1999_4_93.3_30,1999,1,3,Sample,NA,4/2/99,32.845,-117.53,32.845 N 117.53 W,125
CO1_ETOHJAR.0184.S248.L002,Tech_rep_3_9904_93.3_60,9904_93.3_60,204,Tech_rep_3_9904_93.3_60,9904_93.3_60,,1999_4_93.3_60,CO212,CO1_1999_4_93.3_60_1_3,1999_4_93.3_60,1999,1,3,Sample,NA,4/3/99,31.85,-119.568333,31.85 N 119.568333 W,125
CO1_ETOHJAR.0185.S249.L002,Tech_rep_3_0004_80_60,0004_80_60,205,Tech_rep_3_0004_80_60,0004_80_60,,2000_4_80_60,CO213,CO1_2000_4_80_60_1_3,2000_4_80_60,2000,1,3,Sample,NA,4/19/00,34.148333,-121.156666,34.148333 N 121.156666 W,125
CO1_ETOHJAR.0186.S250.L002,Tech_rep_3_0004_86.7_50,0004_86.7_50,206,Tech_rep_3_0004_86.7_50,0004_86.7_50,,2000_4_86.7_50,CO214,CO1_2000_4_86.7_50_1_3,2000_4_86.7_50,2000,1,3,Sample,NA,4/15/00,33.323333,-119.666666,33.323333 N 119.666666 W,125
CO1_ETOHJAR.0187.S251.L002,Tech_rep_3_0004_93.3_30,0004_93.3_30,207,Tech_rep_3_0004_93.3_30,0004_93.3_30,,2000_4_93.3_30,CO215,CO1_2000_4_93.3_30_1_3,2000_4_93.3_30,2000,1,3,Sample,NA,4/8/00,32.846666,-117.538333,32.846666 N 117.538333 W,125
CO1_ETOHJAR.0188.S252.L002,Tech_rep_3_0004_93.3_60,0004_93.3_60,208,Tech_rep_3_0004_93.3_60,0004_93.3_60,,2000_4_93.3_60,CO216,CO1_2000_4_93.3_60_1_3,2000_4_93.3_60,2000,1,3,Sample,NA,4/9/00,31.85,-119.568333,31.85 N 119.568333 W,125
CO1_ETOHJAR.0189.S253.L002,Tech_rep_3_0104_80_60,0104_80_60,209,Tech_rep_3_0104_80_60,0104_80_60,,2001_4_80_60,CO217,CO1_2001_4_80_60_1_3,2001_4_80_60,2001,1,3,Sample,NA,4/20/01,34.145,-121.161666,34.145 N 121.161666 W,75
CO1_ETOHJAR.0190.S254.L002,Tech_rep_3_0104_86.7_50,0104_86.7_50,210,Tech_rep_3_0104_86.7_50,0104_86.7_50,,2001_4_86.7_50,CO218,CO1_2001_4_86.7_50_1_3,2001_4_86.7_50,2001,1,3,Sample,NA,4/14/01,33.32,-119.66,33.32 N 119.66 W,125
CO1_ETOHJAR.0191.S255.L002,Tech_rep_3_0104_93.3_30,0104_93.3_30,211,Tech_rep_3_0104_93.3_30,0104_93.3_30,,2001_4_93.3_30,CO219,CO1_2001_4_93.3_30_1_3,2001_4_93.3_30,2001,1,3,Sample,NA,4/7/01,32.845,-117.531666,32.845 N 117.531666 W,125
CO1_ETOHJAR.0192.S256.L002,Tech_rep_3_0104_93.3_60,0104_93.3_60,212,Tech_rep_3_0104_93.3_60,0104_93.3_60,,2001_4_93.3_60,CO220,CO1_2001_4_93.3_60_1_3,2001_4_93.3_60,2001,1,3,Sample,NA,4/8/01,31.855,-119.568333,31.855 N 119.568333 W,125
CO1_ETOHJAR.0193.S257.L002,Tech_rep_3_0204_80_60,0204_80_60,213,Tech_rep_3_0204_80_60,0204_80_60,,2002_4_80_60,CO221,CO1_2002_4_80_60_1_3,2002_4_80_60,2002,1,3,Sample,NA,4/9/02,34.146666,-121.155,34.146666 N 121.155 W,75
CO1_ETOHJAR.0194.S258.L002,Tech_rep_3_0204_86.7_50,0204_86.7_50,214,Tech_rep_3_0204_86.7_50,0204_86.7_50,,2002_4_86.7_50,CO222,CO1_2002_4_86.7_50_1_3,2002_4_86.7_50,2002,1,3,Sample,NA,4/4/02,33.323333,-119.656666,33.323333 N 119.656666 W,125
CO1_ETOHJAR.0195.S259.L002,Tech_rep_3_0204_93.3_30,0204_93.3_30,215,Tech_rep_3_0204_93.3_30,0204_93.3_30,,2002_3_93.3_30,CO223,CO1_2002_3_93.3_30_1_3,2002_3_93.3_30,2002,1,3,Sample,NA,3/29/02,32.848333,-117.531666,32.848333 N 117.531666 W,125
CO1_ETOHJAR.0196.S260.L002,Tech_rep_3_0204_93.3_60,0204_93.3_60,216,Tech_rep_3_0204_93.3_60,0204_93.3_60,,2002_3_93.3_60,CO224,CO1_2002_3_93.3_60_1_3,2002_3_93.3_60,2002,1,3,Sample,NA,3/30/02,31.846666,-119.571666,31.846666 N 119.571666 W,125
CO1_ETOHJAR.0197.S261.L002,Tech_rep_3_0304_80_60,0304_80_60,217,Tech_rep_3_0304_80_60,0304_80_60,,2003_4_80_60,CO225,CO1_2003_4_80_60_1_3,2003_4_80_60,2003,1,3,Sample,NA,4/16/03,34.155,-121.13,34.155 N 121.13 W,125
CO1_ETOHJAR.0198.S262.L002,Tech_rep_3_0304_86.7_50,0304_86.7_50,218,Tech_rep_3_0304_86.7_50,0304_86.7_50,,2003_4_86.7_50,CO226,CO1_2003_4_86.7_50_1_3,2003_4_86.7_50,2003,1,3,Sample,NA,4/11/03,33.323333,-119.663333,33.323333 N 119.663333 W,125
CO1_ETOHJAR.0199.S263.L002,Tech_rep_3_0304_93.3_30,0304_93.3_30,219,Tech_rep_3_0304_93.3_30,0304_93.3_30,,2003_4_93.3_30,CO227,CO1_2003_4_93.3_30_1_3,2003_4_93.3_30,2003,1,3,Sample,NA,4/24/03,32.846666,-117.531666,32.846666 N 117.531666 W,125
CO1_ETOHJAR.0200.S264.L002,Tech_rep_3_0304_93.3_60,0304_93.3_60,220,Tech_rep_3_0304_93.3_60,0304_93.3_60,,2003_4_93.3_60,CO228,CO1_2003_4_93.3_60_1_3,2003_4_93.3_60,2003,1,3,Sample,NA,4/23/03,31.846666,-119.571666,31.846666 N 119.571666 W,125
CO1_ETOHJAR.0201.S265.L002,Tech_rep_3_0404_80_60,0404_80_60,221,Tech_rep_3_0404_80_60,0404_80_60,,2004_4_80_60,CO229,CO1_2004_4_80_60_1_3,2004_4_80_60,2004,1,3,Sample,NA,4/4/04,34.153333,-121.153333,34.153333 N 121.153333 W,125
CO1_ETOHJAR.0202.S266.L002,Tech_rep_3_0404_86.7_50,0404_86.7_50,222,Tech_rep_3_0404_86.7_50,0404_86.7_50,,2004_3_86.7_50,CO230,CO1_2004_3_86.7_50_1_3,2004_3_86.7_50,2004,1,3,Sample,NA,3/30/04,33.323333,-119.661666,33.323333 N 119.661666 W,125
CO1_ETOHJAR.0203.S267.L002,Tech_rep_3_0404_93.3_30,0404_93.3_30,223,Tech_rep_3_0404_93.3_30,0404_93.3_30,,2004_3_93.3_30,CO231,CO1_2004_3_93.3_30_1_3,2004_3_93.3_30,2004,1,3,Sample,NA,3/24/04,32.846666,-117.531666,32.846666 N 117.531666 W,125
CO1_ETOHJAR.0204.S268.L002,Tech_rep_3_0404_93.3_60,0404_93.3_60,224,Tech_rep_3_0404_93.3_60,0404_93.3_60,,2004_3_93.3_60,CO232,CO1_2004_3_93.3_60_1_3,2004_3_93.3_60,2004,1,3,Sample,NA,3/25/04,31.846666,-119.575,31.846666 N 119.575 W,125
CO1_ETOHJAR.0205.S269.L002,Tech_rep_3_0504_80_60,0504_80_60,225,Tech_rep_3_0504_80_60,0504_80_60,,2005_4_80_60,CO233,CO1_2005_4_80_60_1_3,2005_4_80_60,2005,1,3,Sample,NA,4/27/05,34.146667,-121.15,34.146667 N 121.15 W,125
CO1_ETOHJAR.0206.S270.L002,Tech_rep_3_0504_86.7_50,0504_86.7_50,226,Tech_rep_3_0504_86.7_50,0504_86.7_50,,2005_4_86.7_50,CO234,CO1_2005_4_86.7_50_1_3,2005_4_86.7_50,2005,1,3,Sample,NA,4/26/05,33.321667,-119.665,33.321667 N 119.665 W,125
CO1_ETOHJAR.0207.S271.L002,Tech_rep_3_0504_93.3_30,0504_93.3_30,227,Tech_rep_3_0504_93.3_30,0504_93.3_30,,2005_4_93.3_30,CO235,CO1_2005_4_93.3_30_1_3,2005_4_93.3_30,2005,1,3,Sample,NA,4/16/05,32.843333,-117.54,32.843333 N 117.54 W,125
CO1_ETOHJAR.0208.S272.L002,Tech_rep_3_0504_93.3_60,0504_93.3_60,228,Tech_rep_3_0504_93.3_60,0504_93.3_60,,2005_4_93.3_60,CO236,CO1_2005_4_93.3_60_1_3,2005_4_93.3_60,2005,1,3,Sample,NA,4/17/05,31.848333,-119.58,31.848333 N 119.58 W,125
CO1_ETOHJAR.0209.S273.L002,Tech_rep_3_0604_80_60,0604_80_60,229,Tech_rep_3_0604_80_60,0604_80_60,,2006_4_80_60,CO237,CO1_2006_4_80_60_1_3,2006_4_80_60,2006,1,3,Sample,NA,4/14/06,34.155,-121.155,34.155 N 121.155 W,125
CO1_ETOHJAR.0210.S274.L002,Tech_rep_3_0604_86.7_50,0604_86.7_50,230,Tech_rep_3_0604_86.7_50,0604_86.7_50,,2006_4_86.7_50,CO238,CO1_2006_4_86.7_50_1_3,2006_4_86.7_50,2006,1,3,Sample,NA,4/9/06,33.318333,-119.65,33.318333 N 119.65 W,125
CO1_ETOHJAR.0211.S275.L002,Tech_rep_3_0604_93.3_30,0604_93.3_30,231,Tech_rep_3_0604_93.3_30,0604_93.3_30,,2006_4_93.3_30,CO239,CO1_2006_4_93.3_30_1_3,2006_4_93.3_30,2006,1,3,Sample,NA,4/2/06,32.846666,-117.533333,32.846666 N 117.533333 W,125
CO1_ETOHJAR.0212.S276.L002,Tech_rep_3_0604_93.3_60,0604_93.3_60,232,Tech_rep_3_0604_93.3_60,0604_93.3_60,,2006_4_93.3_60,CO240,CO1_2006_4_93.3_60_1_3,2006_4_93.3_60,2006,1,3,Sample,NA,4/3/06,31.846666,-119.576666,31.846666 N 119.576666 W,125
CO1_ETOHJAR.0213.S277.L002,Tech_rep_3_0704_80_60,0704_80_60,233,Tech_rep_3_0704_80_60,0704_80_60,,2007_4_80_60,CO241,CO1_2007_4_80_60_1_3,2007_4_80_60,2007,1,3,Sample,NA,4/14/07,34.148333,-121.15,34.148333 N 121.15 W,120
CO1_ETOHJAR.0214.S278.L002,Tech_rep_3_0704_80_60_J2,0704_80_60_J2,234,Tech_rep_3_0704_80_60_J2,0704_80_60_J2,,2007_4_80_60_J2,CO242,CO1_2007_4_80_60_2_3,2007_4_80_60,2007,2,3,Sample,NA,4/14/07,34.148333,-121.15,34.148333 N 121.15 W,120
CO1_ETOHJAR.0215.S279.L002,Tech_rep_3_0704_86.7_50,0704_86.7_50,235,Tech_rep_3_0704_86.7_50,0704_86.7_50,,2007_4_86.7_50,CO243,CO1_2007_4_86.7_50_1_3,2007_4_86.7_50,2007,1,3,Sample,NA,4/8/07,33.323333,-119.66,33.323333 N 119.66 W,125
CO1_ETOHJAR.0216.S280.L002,Tech_rep_3_0704_93.3_30,0704_93.3_30,236,Tech_rep_3_0704_93.3_30,0704_93.3_30,,2007_3_93.3_30,CO244,CO1_2007_3_93.3_30_1_3,2007_3_93.3_30,2007,1,3,Sample,NA,3/28/07,32.845,-117.526666,32.845 N 117.526666 W,125
CO1_ETOHJAR.0217.S281.L002,Tech_rep_3_0704_93.3_60,0704_93.3_60,237,Tech_rep_3_0704_93.3_60,0704_93.3_60,,2007_3_93.3_60,CO245,CO1_2007_3_93.3_60_1_3,2007_3_93.3_60,2007,1,3,Sample,NA,3/29/07,31.846666,-119.566666,31.846666 N 119.566666 W,125
CO1_ETOHJAR.0218.S282.L002,Tech_rep_3_0804_86.7_50,0804_86.7_50,238,Tech_rep_3_0804_86.7_50,0804_86.7_50,,2008_4_86.7_50,CO246,CO1_2008_4_86.7_50_1_3,2008_4_86.7_50,2008,1,3,Sample,NA,4/1/08,33.321666,-119.661666,33.321666 N 119.661666 W,125
CO1_ETOHJAR.0219.S283.L002,Tech_rep_3_Alligator,Alligator,239,Tech_rep_3_Alligator,Alligator,,Alligator,CO247,CO1_Alligator_1_3,Alligator,NA,1,3,Sample,NA,NA,NA,NA,NA,NA
CO1_ETOHJAR.0220.S284.L002,Tech_rep_3_PCR_neg,PCR_neg,240,Tech_rep_3_PCR_neg,PCR_neg,,PCR_negative,CO248,CO1_PCR_negative_1_3,PCR_negative,NA,1,3,Control,Neg,NA,NA,NA,NA,NA
CO1_ETOHJAR.0221.S285.L002,Tech_rep_3_0804_93.3_30,0804_93.3_30,241,Tech_rep_3_0804_93.3_30,0804_93.3_30,,2008_3_93.3_30,CO249,CO1_2008_3_93.3_30_1_3,2008_3_93.3_30,2008,1,3,Sample,NA,3/25/08,32.845,-117.53,32.845 N 117.53 W,125
CO1_ETOHJAR.0222.S286.L002,Tech_rep_3_0804_93.3_60,0804_93.3_60,242,Tech_rep_3_0804_93.3_60,0804_93.3_60,,2008_3_93.3_60,CO250,CO1_2008_3_93.3_60_1_3,2008_3_93.3_60,2008,1,3,Sample,NA,3/26/08,31.845,-119.57,31.845 N 119.57 W,125
CO1_ETOHJAR.0223.S287.L002,Tech_rep_3_0903_80_60,0903_80_60,243,Tech_rep_3_0903_80_60,0903_80_60,,2009_3_80_60,CO251,CO1_2009_3_80_60_1_3,2009_3_80_60,2009,1,3,Sample,NA,3/20/09,34.15,-121.146666,34.15 N 121.146666 W,125
CO1_ETOHJAR.0224.S288.L002,Tech_rep_3_0903_86.7_50_J1,0903_86.7_50_J1,244,Tech_rep_3_0903_86.7_50_J1,0903_86.7_50_J1,,2009_3_86.7_50_J1,CO252,CO1_2009_3_86.7_50_1_3,2009_3_86.7_50,2009,1,3,Sample,NA,3/15/09,33.323333,-119.663333,33.323333 N 119.663333 W,34
CO1_ETOHJAR.0225.S289.L002,Tech_rep_3_0903_86.7_50_J2,0903_86.7_50_J2,245,Tech_rep_3_0903_86.7_50_J2,0903_86.7_50_J2,,2009_3_86.7_50_J2,CO253,CO1_2009_3_86.7_50_2_3,2009_3_86.7_50,2009,2,3,Sample,NA,3/15/09,33.323333,-119.663333,33.323333 N 119.663333 W,34
CO1_ETOHJAR.0226.S290.L002,Tech_rep_3_0903_86.7_50_J3,0903_86.7_50_J3,246,Tech_rep_3_0903_86.7_50_J3,0903_86.7_50_J3,,2009_3_86.7_50_J3,CO254,CO1_2009_3_86.7_50_3_3,2009_3_86.7_50,2009,3,3,Sample,NA,3/15/09,33.323333,-119.663333,33.323333 N 119.663333 W,34
CO1_ALLIGATOR.1.S291.L002,Tech_rep_3_0903_93.3_30,0903_93.3_30,247,Tech_rep_3_0903_93.3_30,0903_93.3_30,,2009_3_93.3_30,CO255,CO1_2009_3_93.3_30_1_3,2009_3_93.3_30,2009,1,3,Sample,NA,3/8/09,32.846666,-117.535,32.846666 N 117.535 W,125
