sample,ST_ID,Date_extracted,Batch,Volume_mL,Notes,PCR_name,Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,Ac_Line,Rpt_Sta,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility,mean_100_T,mean_100_Salinity,mean_100_O2,mean_100_O2_sat,mean_100_silicate,mean_100_PO4,mean_100_NO3,mean_100_NO2,mean_100_NH3,mean_100_CHLa,mean_100_Phaeo,mean_100_DIC1,mean_100_TA1,mean_100_LightP,mean_100_pH1
2011_4_93.3_30,1104_93.3_30,2019-06-28,11,125,low_normal,Miu_1_b_14,32720,2011-04-09-C-325S,201104,2.01104e+13,9330300,20-11045S-MX-100-0921-09330300,093.3 030.0,2,ST,-14.909,4/10/11,40643,100,12/30/1899 09:21:00,32.848333,32,50.9,N,-117.528333,-117,31.7,W,93.3,93.3,30,30,815,NA,NA,RV BELL M. SHIMADA,325S,MX,35,342,NA,93.3 30.0,3101,1104,48.8,NA,,,,,NA,NA,NA,NA,7,1,1022.1,14,11.5,NA,NA,NA,NA,11.41,33.586,3.76692307692308,61.8153846153846,18.1076923076923,1.42461538461538,16.3384615384615,0.230769230769231,0.177692307692308,0.640769230769231,0.275384615384615,2151.4,2235.85,NA,NA
2011_4_93.3_60,1104_93.3_60,2019-06-28,11,125,normal,Miu_1_b_15,32725,2011-04-09-C-325S,201104,2.01104e+13,9330600,20-11045S-PR-101-1757-09330600,093.3 060.0,2,ST,-134.799,4/11/11,40644,101,12/30/1899 17:57:00,31.851667,31,51.1,N,-119.578333,-119,34.7,W,93.3,93.3,60,60,1860,21,NA,RV BELL M. SHIMADA,325S,PR,42,412,NA,93.3 60.0,3101,1104,21.9,180.9,12/30/1899 11:55:00,12/30/1899 18:50:00,12/30/1899 11:59:00,12/30/1899 18:52:00,8,33,8,6,33,14,1024.6,14.5,14,1,6,7,7,13.8814285714286,33.3036428571429,5.49642857142857,93.7571428571429,5.05714285714286,0.587142857142857,4.04285714285714,0.0757142857142857,0.0342857142857143,0.223571428571429,0.0921428571428571,NA,NA,NA,NA
2012_4_80_60,1203_80_60,2019-06-28,12,125,full,Miu_1_b_16,32966,2012-03-25-C-325S,201203,2.01203e+13,8000600,20-12035S-MX-097-1942-08000600,080.0 060.0,2,ST,-38.519,4/6/12,41006,98,12/30/1899 19:42:00,34.151667,34,9.1,N,-121.148333,-121,8.9,W,80,80,60,60,2165,13,NA,RV BELL M SHIMADA,325S,MX,57,562,NA,80.0 60.0,3101,1203,170.4,NA,,,,,NA,32,10,9,33,23,1022.3,11.9,8.7,1,0,1,8,10.853,33.6057,5.31333333333333,84.9444444444444,14.3222222222222,1.26111111111111,14.1333333333333,0.227777777777778,0.462222222222222,1.67777777777778,0.498888888888889,NA,NA,NA,NA
2012_3_86.7_50,1203_86.7_50,2019-06-28,12,125,low_normal,Miu_1_b_17,32981,2012-03-25-C-325S,201203,2.01203e+13,8670500,20-12035S-MX-091-0228-08670500,086.7 050.0,1,ST,-71.279,3/31/12,40999,91,12/30/1899 02:28:00,33.321667,33,19.3,N,-119.665,-119,39.9,W,86.7,86.7,50,50,82,NA,NA,RV BELL M SHIMADA,325S,MX,31,302,NA,86.7 50.0,3101,1203,171.9,NA,,,,,NA,NA,NA,NA,29,17,1015.2,12.9,12.3,0,NA,0,0,11.5455555555556,33.5956666666667,4.84625,78.7,13.45,1.11125,12.5375,0.18375,0.192857142857143,2.59625,0.30625,NA,NA,NA,NA
2012_3_93.3_30,1203_93.3_30,2019-06-28,12,125,low_normal,Miu_1_b_18,33000,2012-03-25-C-325S,201203,2.01203e+13,9330300,20-12035S-MX-085-1016-09330300,093.3 030.0,1,ST,-15.276,3/25/12,40993,85,12/30/1899 10:16:00,32.843333,32,50.6,N,-117.533333,-117,32,W,93.3,93.3,30,30,850,NA,NA,RV BELL M SHIMADA,325S,MX,3,22,NA,93.3 30.0,3101,1203,75.9,NA,,,,,NA,NA,NA,NA,13,6,1013.9,13.2,11,0,NA,0,0,11.399,33.7077,3.801,62.24,17.55,1.446,16.13,0.189,0.222,0.753,0.212,2121.025,2277.96,NA,NA
2012_3_93.3_60,1203_93.3_60,2019-06-28,12,125,low_normal,Miu_1_b_19,33006,2012-03-25-C-325S,201203,2.01203e+13,9330600,20-12035S-MX-086-1100-09330600,093.3 060.0,1,ST,-134.783,3/26/12,40994,86,12/30/1899 11:00:00,31.845,31,50.7,N,-119.573333,-119,34.4,W,93.3,93.3,60,60,1862,NA,NA,RV BELL M SHIMADA,325S,MX,9,82,NA,93.3 60.0,3101,1203,27,NA,,,,,NA,NA,NA,NA,29,13,1017.4,13.2,10.4,0,NA,0,0,13.64,33.3814,5.609,95.13,4.38,0.497,2.83,0.054,0.047,0.274,0.08,NA,NA,NA,NA
2013_4_80_60,1304_80_60,2019-06-28,13,125,normal,Miu_1_b_20,33275,2013-04-06-C-325S,201304,2.01304e+13,8000600,20-13045S-PR-110-1616-08000600,080.0 060.0,2,ST,-39.155,4/20/13,37366,110,12/30/1899 16:16:07,34.15232,34,9.139,N,-121.16733,-121,10.04,W,80,80,60,60.2,2310,18,NA,RV BELL M SHIMADA,325S,PR,57,648,1,80.0 60.0,3101,1304,57.4,574.5,12/30/1899 12:00:00,12/30/1899 19:11:00,12/30/1899 12:03:00,12/30/1899 19:11:00,8,34,7,6,33,27,1016.3,13.1,11.8,0,NA,0,7,11.3899230769231,33.6064384615385,5.32316666666667,86.2391666666667,10.6,1.0875,11.475,0.168333333333333,0.799166666666667,0.604,0.293916666666667,NA,NA,0.138857142857143,NA
2013_4_86.7_50,1304_86.7_50,2019-06-28,13,125,normal,Miu_1_b_21,33296,2013-04-06-C-325S,201304,2.01304e+13,8670500,20-13045S-MX-105-1214-08670500,086.7 050.0,2,ST,-70.967,4/15/13,37361,105,12/30/1899 12:14:11,33.3245,33,19.47,N,-119.66017,-119,39.61,W,86.7,86.7,50,50,72,NA,NA,RV BELL M SHIMADA,325S,MX,35,398,1,86.7 50.0,3101,1304,68.1,NA,,,,,NA,NA,NA,NA,32,25,1011.6,12.2,11.6,NA,NA,NA,NA,10.3747777777778,33.8326,3.47833333333333,55.6,23.9177777777778,1.66666666666667,20.0444444444444,0.132222222222222,0.251111111111111,0.688333333333333,0.429111111111111,NA,NA,NA,NA
2013_4_93.3_30,1304_93.3_30,2019-06-28,13,125,normal,Miu_1_b_22,33320,2013-04-06-C-325S,201304,2.01304e+13,9330300,20-13045S-MX-097-0724-09330300,093.3 030.0,2,ST,-15.601,4/7/13,37353,97,12/30/1899 07:24:14,32.8385,32,50.31,N,-117.533,-117,31.98,W,93.3,93.3,30,30.1,870,NA,NA,RV BELL M SHIMADA,325S,MX,4,36,1,93.3 30.0,3101,1304,30.3,NA,,,,,NA,NA,NA,NA,33,2,1016,15.1,14.9,NA,NA,NA,NA,11.8937777777778,33.6667666666667,4.01588888888889,66.6188888888889,15.2777777777778,1.29222222222222,14.5333333333333,0.0355555555555556,NA,0.311444444444444,0.216111111111111,2099.4,2233.24,NA,NA
2013_4_93.3_60,1304_93.3_60,2019-06-28,13,125,normal,Miu_1_b_23,33326,2013-04-06-C-325S,201304,2.01304e+13,9330600,20-13045S-PR-101-1513-09330600,093.3 060.0,2,ST,-135.193,4/11/13,37357,101,12/30/1899 15:13:47,31.8475,31,50.85,N,-119.5805,-119,34.83,W,93.3,93.3,60,60.1,1860,16,NA,RV BELL M SHIMADA,325S,PR,22,246,1,93.3 60.0,3101,1304,51.2,322.1,12/30/1899 11:59:00,12/30/1899 18:55:00,12/30/1899 11:59:00,12/30/1899 18:54:00,8,32,4,6,32,19,1016.3,14,13,2,6,8,6,13.7820769230769,33.3729923076923,5.98046153846154,101.546923076923,3.60615384615385,0.38,0.761538461538461,0.05,0.0684615384615385,0.547307692307692,0.156769230769231,NA,NA,0.12525,NA
2014_4_80_60,1404_80_60,2019-06-28,14,125,normal,Miu_1_b_24,33534,2014-03-28-C-31OS,201404,2.01404e+13,8000600,20-1404OS-MX-103-2209-08000600,080.0 060.0,2,ST,-38.443,4/13/14,37359,103,12/30/1899 22:09:40,34.16203,34,9.722,N,-121.15758,-121,9.455,W,80,79.9,60,60,2215,14,NA,RV OCEAN STARR,31OS,MX,59,702,1,80.0 60.0,3101,1404,42.6,NA,,,,,NA,34,2,6,34,18,1021,15.1,13.3,2,7,8,6,12.0732727272727,33.5517454545455,4.74588888888889,78.3711111111111,12.17,1.11444444444444,10.9111111111111,0.117111111111111,0.44,0.376333333333333,0.387666666666667,2062.22,2235.615,NA,NA
2014_4_93.3_30,1404_93.3_30,2019-06-28,13,125,normal_organge,Miu_1_b_26,33581,2014-03-28-C-31OS,201404,2.01404e+13,9330300,20-1404OS-MX-092-0346-09330300,093.3 030.0,2,ST,-15.262,4/2/14,37348,92,12/30/1899 03:46:34,32.84772,32,50.863,N,-117.53193,-117,31.916,W,93.3,93.3,30,30,857,NA,NA,RV OCEAN STARR,31OS,MX,5,41,1,93.3 30.0,3101,1404,31.2,NA,,,,,NA,NA,NA,NA,33,12,1020,14.9,11.9,NA,NA,NA,NA,13.0638888888889,33.4843222222222,4.80677777777778,81.0955555555555,8.97,0.91,8.76666666666667,0.113444444444444,0.128888888888889,0.332333333333333,0.113333333333333,2048.505,2231.195,NA,NA
2014_4_93.3_60,1404_93.3_60,2019-06-28,13,125,normal_organge,Miu_1_b_27,33587,2014-03-28-C-31OS,201404,2.01404e+13,9330600,20-1404OS-MX-093-0716-09330600,093.3 060.0,2,ST,-134.416,4/3/14,37349,93,12/30/1899 07:16:19,31.84738,31,50.843,N,-119.56267,-119,33.76,W,93.3,93.3,60,59.9,1912,NA,NA,RV OCEAN STARR,31OS,MX,11,115,1,93.3 60.0,3101,1404,23.8,NA,,,,,NA,NA,NA,NA,33,17,1025.5,14.3,11.2,NA,NA,NA,NA,13.3573333333333,33.2983,5.50244444444444,92.7633333333333,5,0.58375,3.7875,0.033375,0.03875,0.243125,0.145125,NA,NA,NA,NA
2015_4_80_60,1504_80_60,2019-06-28,14,100,full_orange,Miu_1_b_28,33857,2015-04-04-C-32NM,201504,2.01504e+13,8000600,20-1504NM-MX-106-1433-08000600,080.0 060.0,2,ST,-38.351,4/16/15,37362,106,12/30/1899 14:33:35,34.15052,34,9.031,N,-121.14713,-121,8.828,W,80,80,60,60,2180,NA,NA,RV NEW HORIZON,32NM,MX,57,668,1,80.0 60.0,3101,1504,176.3,NA,,,,,NA,36,4,6,1,11,1013.3,15.1,13.1,0,NA,0,7,12.6565,33.28401,5.4893,91.413,5.976,0.8,6.566,0.104,0.196,1.7095,0.9818,2027.205,2226.445,NA,NA
2015_4_86.7_50,1504_86.7_50,2019-06-28,14,125,low_normal_orange,Miu_1_b_29,33877,2015-04-04-C-32NM,201504,2.01504e+13,8670500,20-1504NM-MX-101-2307-08670500,086.7 050.0,2,ST,-70.72,4/11/15,37357,101,12/30/1899 23:07:41,33.32897,33,19.738,N,-119.6576,-119,39.456,W,86.7,86.7,50,49.9,76,8,NA,RV NEW HORIZON,32NM,MX,38,444,1,86.7 50.0,3101,1504,112,NA,,,,,NA,30,3,6,31,14,1012.3,16.9,13.8,1,2,1,8,12.267875,33.3863875,4.91,80.7971428571429,10.37,0.998571428571429,10.2957142857143,0.100142857142857,0.105714285714286,1.44685714285714,0.579,NA,NA,NA,NA
2015_4_93.3_30,1504_93.3_30,2019-06-28,14,125,normal_orange,Miu_1_b_30,33902,2015-04-04-C-32NM,201504,2.01504e+13,9330300,20-1504NM-MX-095-0513-09330300,093.3 030.0,2,ST,-15.617,4/5/15,37351,95,12/30/1899 05:13:33,32.84228,32,50.537,N,-117.53622,-117,32.173,W,93.3,93.3,30,30.1,874,NA,NA,RV NEW HORIZON,32NM,MX,5,44,1,93.3 30.0,3101,1504,29.9,NA,,,,,NA,NA,NA,NA,33,1,1011.8,18,16,NA,NA,NA,NA,12.6097777777778,33.3978444444444,4.81177777777778,80.5488888888889,10.4077777777778,1.00888888888889,10.0122222222222,0.0574444444444444,0.01,0.320888888888889,0.240666666666667,2051.93,2223.695,NA,NA
2015_4_93.3_60,1504_93.3_60,2019-06-28,14,125,low_normal_orange,Miu_1_b_31,33908,2015-04-04-C-32NM,201504,2.01504e+13,9330600,20-1504NM-MX-096-0626-09330600,093.3 060.0,2,ST,-134.659,4/6/15,37352,96,12/30/1899 06:26:11,31.84518,31,50.711,N,-119.56667,-119,34,W,93.3,93.3,60,60,1845,NA,NA,RV NEW HORIZON,32NM,MX,11,114,1,93.3 60.0,3101,1504,24.9,NA,,,,,NA,NA,NA,NA,31,17,1013,16.5,13.8,NA,NA,NA,NA,15.2265,33.29664,5.5881,97.721,3.216,0.473,1.583,0.0462,0.001,0.2103,0.1387,NA,NA,NA,NA
2016_4_86.7_50,1604_86.7_50,2019-07-01,15,125,full,Miu_1_b_32,34221,2016-04-01-C-325S,201604,2.01604e+13,8670500,20-16045S-MX-099-0306-08670500,086.7 050.0,2,ST,-71.068,4/9/16,37355,99,12/30/1899 03:06:12,33.31567,33,18.94,N,-119.65623,-119,39.374,W,86.7,86.7,50,50,76,NA,NA,RV BELL M SHIMADA,325S,MX,42,514,2,86.7 50.0,3101,1604,165.2,NA,,,,,NA,NA,NA,NA,13,6,1013.4,15.3,14.4,NA,NA,NA,NA,13.1944444444444,33.4812888888889,6.18875,103.8725,2.65875,0.635,3.36625,0.13875,1.01,2.919375,1.543125,NA,NA,NA,NA
2016_4_93.3_30,1604_93.3_30,2019-07-01,15,125,normal,Miu_1_b_34,34248,2016-04-01-C-325S,201604,2.01604e+13,9330300,20-16045S-MX-092-0536-09330300,093.3 030.0,2,ST,-15.44,4/2/16,37348,92,12/30/1899 05:36:55,32.84232,32,50.539,N,-117.53212,-117,31.927,W,93.3,93.3,30,30,875,NA,NA,RV BELL M SHIMADA,325S,MX,5,43,1,93.3 30.0,3101,1604,35.7,NA,,,,,NA,NA,NA,NA,33,1,1020.5,15.2,13.7,NA,NA,NA,NA,13.4277777777778,33.5082444444444,4.55177777777778,77.3122222222222,8.98222222222222,0.956666666666667,8.90444444444444,0.0845555555555556,0.488888888888889,0.380666666666667,0.220555555555556,NA,NA,NA,NA
2016_4_93.3_60,1604_93.3_60,2019-07-01,15,125,normal,Miu_1_b_35,34254,2016-04-01-C-325S,201604,2.01604e+13,9330600,20-16045S-MX-093-0532-09330600,093.3 060.0,2,ST,-134.948,4/3/16,37349,93,12/30/1899 05:32:33,31.84073,31,50.444,N,-119.57013,-119,34.208,W,93.3,93.3,60,60,1807,NA,NA,RV BELL M SHIMADA,325S,MX,11,119,1,93.3 60.0,3101,1604,33.4,NA,,,,,NA,NA,NA,NA,33,17,1020.1,13.6,12.5,NA,NA,NA,NA,14.47225,33.3614083333333,5.51491666666667,95.175,3.76333333333333,0.505,2.41083333333333,0.018,0.05,0.327583333333333,0.148833333333333,NA,NA,NA,NA
2017_4_80_60,1704_80_60,2019-07-01,15,125,normal_organge,Miu_1_b_36,34527,2017-03-29-C-325S,201704,2.01704e+13,8000600,20-17045S-MX-101-0107-08000600,080.0 060.0,2,ST,-38.645,4/11/17,37357,101,12/30/1899 01:07:31,34.14817,34,8.89,N,-121.15233,-121,9.14,W,80,80,60,60,2177,12,NA,RV BELL M SHIMADA,325S,MX,63,807,1,80.0 60.0,3101,1704,39.3,NA,,,,,NA,31,6,7,31,23,1017.3,14.1,12.9,0,NA,0,8,12.0222727272727,33.4194363636364,5.0409,82.778,10.256,0.929,10.171,0.1517,0.084,0.413,0.3311,NA,NA,NA,NA
2017_4_86.7_50,1704_86.7_50,2019-07-01,15,125,low,Miu_1_b_37,34550,2017-03-29-C-325S,201704,2.01704e+13,8670500,20-17045S-MX-096-0512-08670500,086.7 050.0,2,ST,-70.991,4/6/17,37352,96,12/30/1899 05:12:30,33.32372,33,19.423,N,-119.66018,-119,39.611,W,86.7,86.7,50,50,79,NA,NA,RV BELL M SHIMADA,325S,MX,39,497,1,86.7 50.0,3101,1704,50.3,NA,,,,,NA,NA,NA,NA,28,7,1016.5,14.8,14,NA,NA,NA,NA,12.38025,33.44885,4.95314285714286,81.8628571428571,11.1157142857143,0.991428571428571,10.8171428571429,0.195285714285714,0.314285714285714,0.658285714285714,0.239142857142857,NA,NA,NA,NA
2017_3_93.3_60,1704_93.3_60,2019-07-01,16,125,low,Miu_1_b_38,34583,2017-03-29-C-325S,201704,2.01704e+13,9330600,20-17045S-MX-089-1434-09330600,093.3 060.0,1,ST,-134.959,3/30/17,37345,89,12/30/1899 14:34:40,31.84467,31,50.68,N,-119.57317,-119,34.39,W,93.3,93.3,60,60,1771,15,NA,RV BELL M SHIMADA,325S,MX,11,123,1,93.3 60.0,3101,1704,47.5,NA,,,,,NA,29,8,9,32,24,1015.9,14.9,14,1,7,3,5,14.3263636363636,33.3113909090909,5.512,94.8245454545455,3.40909090909091,0.445454545454545,2.55545454545455,0.0603636363636364,0,0.493090909090909,0.199545454545455,NA,NA,NA,NA
2018_4_80_60,1804_80_60,2019-07-01,16,125,normal,Miu_1_b_39,34822,2018-04-05-C-325S,201804,2.01804e+13,8000600,20-18045S-MX-108-0736-08000600,080.0 060.0,2,ST,-39.153,4/18/18,37364,108,12/30/1899 07:36:46,34.14462,34,8.677,N,-121.1617,-121,9.702,W,80,80,60,60.2,2222,NA,NA,RV BELL M SHIMADA,325S,MX,63,822,1,80.0 60.0,3101,1804,330.5,NA,,,,,NA,NA,NA,NA,34,24,1019,12.4,9.8,NA,NA,NA,NA,12.7411111111111,33.5183111111111,5.96,99.1455555555556,3.32111111111111,0.5,4.1,0.182333333333333,0.413333333333333,3.60322222222222,0.888444444444444,NA,NA,NA,NA
2018_4_86.7_50,1804_86.7_50,2019-07-01,16,125,low,Miu_1_b_40,34845,2018-04-05-C-325S,201804,2.01804e+13,8670500,20-18045S-PR-102-1535-08670500,086.7 050.0,2,ST,-71.306,4/12/18,37358,102,12/30/1899 15:35:02,33.31112,33,18.667,N,-119.6585,-119,39.51,W,86.7,86.8,50,50,74,9,NA,RV BELL M SHIMADA,325S,PR,39,509,1,86.7 50.0,3101,1804,141.7,969,12/30/1899 11:55:00,12/30/1899 18:52:00,12/30/1899 12:00:00,12/30/1899 18:52:00,8,30,10,6,33,31,1018.7,12.3,9.2,0,NA,0,8,12.8748,33.55043,5.56725,92.845,6.73625,0.63,5.58375,0.1665,0.07875,2.351125,0.655125,NA,NA,0.0393333333333333,NA
2018_4_93.3_30,1804_93.3_30,2019-07-01,16,125,low_normal_orange,Miu_1_b_42,34872,2018-04-05-C-325S,201804,2.01804e+13,9330300,20-18045S-MX-096-0556-09330300,093.3 030.0,2,ST,-14.93,4/6/18,37352,96,12/30/1899 05:56:25,32.84637,32,50.782,N,-117.5232,-117,31.392,W,93.3,93.3,30,29.9,827,NA,NA,RV BELL M SHIMADA,325S,MX,5,41,1,93.3 30.0,3101,1804,28.8,NA,,,,,NA,NA,NA,NA,31,7,1016.6,14.8,12.8,NA,NA,NA,NA,12.813,33.5779444444444,4.46066666666667,75.1311111111111,9.94555555555556,0.937777777777778,10.3266666666667,0.0336666666666667,0,0.306555555555556,0.208666666666667,NA,NA,NA,NA
2018_4_93.3_60,1804_93.3_60,2019-07-01,16,125,low_normal_orange,Miu_1_b_43,34878,2018-04-05-C-325S,201804,2.01804e+13,9330600,20-18045S-MX-097-0523-09330600,093.3 060.0,2,ST,-134.868,4/7/18,37353,97,12/30/1899 05:23:20,31.84667,31,50.8,N,-119.5725,-119,34.35,W,93.3,93.3,60,60,1899,NA,NA,RV BELL M SHIMADA,325S,MX,11,120,1,93.3 60.0,3101,1804,25.4,NA,,,,,NA,NA,NA,NA,28,11,1017.5,15.4,14.7,NA,NA,NA,NA,15.0933333333333,33.5563777777778,5.641,98.5788888888889,2.61222222222222,0.301111111111111,1.16333333333333,0.0286666666666667,NA,0.217777777777778,0.135111111111111,NA,NA,NA,NA
2019_4_80_60,1904_80_60,2019-07-01,17,125,full,Miu_1_b_44,35070,2019-04-02-C-33RL,201904,2.01904e+13,8000600,20-1904RL-PR-105-1604-08000600,080.0 060.0,2,ST,-38.709,4/15/19,37361,105,12/30/1899 16:04:56,34.14882,34,8.929,N,-121.15433,-121,9.26,W,80,80,60,60.1,2223,17,NA,RV REUBEN LASKER,33RL,PR,58,634,1,80.0 60.0,3101,1904,79.6,504.1,12/30/1899 12:00:00,12/30/1899 19:05:00,12/30/1899 12:05:00,12/30/1899 19:06:00,8,32,4,5,32,18,1013.3,15.4,12.8,1,7,3,7,12.44675,33.52025,5.3146875,87.72725,8.18357142857143,0.784285714285714,7.96,0.2035,0.182142857142857,0.908785714285714,0.374357142857143,NA,NA,0.1154,NA
2019_4_86.7_50,1904_86.7_50,2019-07-01,17,125,low,Miu_1_b_46,35090,2019-04-02-C-33RL,201904,2.01904e+13,8670500,20-1904RL-MX-098-2320-08670500,086.7 050.0,2,ST,-71.284,4/8/19,37354,98,12/30/1899 23:20:54,33.32117,33,19.27,N,-119.66517,-119,39.91,W,86.7,86.7,50,50,72,NA,NA,RV REUBEN LASKER,33RL,MX,32,371,1,86.7 50.0,3101,1904,50.5,NA,,,,,NA,29,8,10,32,25,1017.1,16.9,14.9,1,6,7,7,13.0788333333333,33.5966166666667,5.322,89.5033333333333,6.24833333333333,0.626666666666667,5.725,0.206666666666667,0.183333333333333,0.761833333333333,0.479333333333333,NA,NA,NA,NA
2019_4_93.3_30,1904_93.3_30,2019-07-01,17,125,normal_organge,Miu_1_b_47,35114,2019-04-02-C-33RL,201904,2.01904e+13,9330300,20-1904RL-MX-093-0422-09330300,093.3 030.0,2,ST,-15.171,4/3/19,37349,93,12/30/1899 04:22:46,32.845,32,50.7,N,-117.52782,-117,31.669,W,93.3,93.3,30,30,822,NA,NA,RV REUBEN LASKER,33RL,MX,4,33,1,93.3 30.0,3101,1904,37.5,NA,,,,,NA,NA,NA,NA,26,7,1015.3,17,13.8,NA,NA,NA,NA,13.0152,33.61407,5.0269,84.671,7.269,0.709,6.93,0.0881,0.107,0.3844,0.2283,NA,NA,NA,NA
2019_4_93.3_60,1904_93.3_60,2019-07-01,17,125,low_orange,Miu_1_b_48,35120,2019-04-02-C-33RL,201904,2.01904e+13,9330600,20-1904RL-MX-094-0418-09330600,093.3 060.0,2,ST,-134.943,4/4/19,37350,94,12/30/1899 04:18:11,31.84682,31,50.809,N,-119.57432,-119,34.459,W,93.3,93.3,60,60,1874,NA,NA,RV REUBEN LASKER,33RL,MX,10,99,1,93.3 60.0,3101,1904,40.8,NA,,,,,NA,NA,NA,NA,34,6,1018.3,16,14.8,NA,NA,NA,NA,13.8587777777778,33.6443333333333,5.20255555555556,89.0488888888889,5.10666666666667,0.558888888888889,4.70888888888889,0.0447777777777778,0.121111111111111,0.437222222222222,0.257777777777778,NA,NA,NA,NA
1996_4_80_60,9604_80_60,2019-06-25,2,125,normal,Miu_1_a_01,28226,1996-04-15-C-31JD,199604,1.99604e+13,8000600,19-9604JD-MX-119-1040-08000600,080.0 060.0,2,ST,-38.29,4/28/96,35183,119,12/30/1899 10:40:00,34.151666,34,9.1,N,-121.148333,-121,8.9,W,80,80,60,60,4181,NA,NA,RV DAVID STARR JORDAN,31JD,MX,53,522,NA,80   60,3101,9604,44.1,NA,,,,,NA,NA,NA,NA,34,25,1012.2,13.9,12.8,NA,NA,NA,NA,11.7475,33.3479166666667,5.12363636363636,83.8272727272727,9.83636363636364,0.957272727272727,9.3,0.161818181818182,NA,0.479090909090909,0.283636363636364,NA,NA,NA,NA
1996_4_86.7_50,9604_86.7_50,2019-06-25,2,125,normal,Miu_1_a_02,28205,1996-04-15-C-31JD,199604,1.99604e+13,8670500,19-9604JD-MX-114-1309-08670500,086.7 050.0,2,ST,-70.91,4/23/96,35178,114,12/30/1899 13:09:00,33.325,33,19.5,N,-119.661666,-119,39.7,W,86.7,86.7,50,50,78,NA,NA,RV DAVID STARR JORDAN,31JD,MX,32,312,NA,87   50,3101,9604,61.7,NA,,,,,NA,26,4,6,30,12,1018.3,13.5,12.8,0,NA,0,6,10.5133333333333,33.7664444444444,3.66333333333333,58.4333333333333,22.3222222222222,1.61555555555556,19.1333333333333,0.168888888888889,NA,1.74,0.99,NA,NA,NA,NA
1996_4_93.3_30,9604_93.3_30,2019-06-24,1,125,normal,Miu_1_a_03,28176,1996-04-15-C-31JD,199604,1.99604e+13,9330300,19-9604JD-MX-107-0152-09330300,093.3 030.0,2,ST,-14.53,4/16/96,35171,107,12/30/1899 01:52:00,32.848333,32,50.9,N,-117.526666,-117,31.6,W,93.3,93.3,30,29.9,827,NA,NA,RV DAVID STARR JORDAN,31JD,MX,3,22,NA,93   30,3101,9604,41.3,NA,,,,,NA,29,2,3,31,10,1015.9,18.5,15.2,1,0,5,7,13.1733333333333,33.5884444444444,4.59111111111111,77.9111111111111,10.7444444444444,0.882222222222222,9.45555555555556,0.0533333333333333,NA,0.444444444444444,0.273333333333333,NA,NA,NA,NA
1996_4_93.3_60,9604_93.3_60,2019-06-25,2,125,normal,Miu_1_a_04,28182,1996-04-15-C-31JD,199604,1.99604e+13,9330600,19-9604JD-MX-108-0632-09330600,093.3 060.0,2,ST,-134.28,4/17/96,35172,108,12/30/1899 06:32:00,31.848333,31,50.9,N,-119.571666,-119,34.3,W,93.3,93.3,60,60,1857,NA,NA,RV DAVID STARR JORDAN,31JD,MX,9,82,NA,93   60,3101,9604,34.8,NA,,,,,NA,NA,NA,NA,21,9,1017.8,17,16.2,NA,NA,NA,NA,13.6236363636364,33.3377272727273,5.64909090909091,95.7454545454545,5.52727272727273,0.487272727272727,2.7,0.04,NA,0.317272727272727,0.241818181818182,NA,NA,NA,NA
1998_4_80_60,9804_80_60,2019-06-25,2,125,low_normal,Miu_1_a_05,28798,1998-04-02-C-31JD,199804,1.99804e+13,8000600,19-9804JD-MX-105-1050-08000600,080.0 060.0,2,ST,-38.15,4/15/98,35900,105,12/30/1899 10:50:00,34.151666,34,9.1,N,-121.145,-121,8.7,W,80,80,60,59.9,2154,NA,NA,RV DAVID STARR JORDAN,31JD,MX,54,532,NA,80   60,3101,9804,48.8,NA,,,,,NA,NA,NA,NA,33,17,1017.2,11.5,9.6,NA,NA,NA,NA,13.7891666666667,33.2520833333333,5.495,93.3666666666667,4.325,0.4975,3,0.065,NA,0.465,0.24,NA,NA,NA,NA
1998_4_86.7_50,9804_86.7_50,2019-06-25,2,125,crust,Miu_1_a_06,28777,1998-04-02-C-31JD,199804,1.99804e+13,8670500,19-9804JD-MX-100-0641-08670500,086.7 050.0,2,ST,-71.03,4/10/98,35895,100,12/30/1899 06:41:00,33.323333,33,19.4,N,-119.663333,-119,39.8,W,86.7,86.7,50,50,79,NA,NA,RV DAVID STARR JORDAN,31JD,MX,33,322,NA,87   50,3101,9804,45.4,NA,,,,,NA,NA,NA,NA,30,14,1020,14.9,13.9,NA,NA,NA,NA,13.8314285714286,33.32,5.60714285714286,95.3142857142857,4.41428571428571,0.491428571428571,2.34285714285714,0.0714285714285714,NA,0.652857142857143,0.404285714285714,NA,NA,NA,NA
