Seq_number,Barcode,New_name,Location,Year,ext_rep,tech_rep,Sample_Control,Control_Type,Date,Lat,Lon,Lat Lon,ext_rep,tech_rep,Volume,,sample,Cruise_ID,Date,Lat_Dec,Lon_Dec,Volume_mL,Location,ext_rep,tech_rep
Miu.3.a.05.S205,MiFish,MiFish_1998_4_80_60_1_3,1998_4_80_60,1998,1,3,Sample,NA,1998-04-15,34.151666,-121.145,34.151666 N 121.145 W,1,1,125,,,,,,,,2013_4_93.3_60,1,1
Miu.3.a.06.S206,MiFish,MiFish_1998_4_86.7_50_1_3,1998_4_86.7_50,1998,1,3,Sample,NA,1998-04-10,33.323333,-119.663333,33.323333 N 119.663333 W,1,1,125,,,,,,,,2013_4_93.3_60,1,2
Miu.3.a.07.S207,MiFish,MiFish_1998_4_93.3_30_1_3,1998_4_93.3_30,1998,1,3,Sample,NA,1998-04-03,32.848333,-117.528333,32.848333 N 117.528333 W,1,1,125,,,,,,,,2013_4_93.3_60,1,3
Miu.3.a.08.S208,MiFish,MiFish_1998_4_93.3_60_1_3,1998_4_93.3_60,1998,1,3,Sample,NA,1998-04-04,31.846666,-119.571666,31.846666 N 119.571666 W,1,1,125,,,,,,,,2014_4_80_60,1,1
Miu.3.a.09.S209,MiFish,MiFish_1999_4_80_60_1_3,1999_4_80_60,1999,1,3,Sample,NA,1999-04-13,34.153333,-121.146666,34.153333 N 121.146666 W,1,1,125,,,,,,,,2014_4_80_60,2,1
Miu.3.a.10.S210,MiFish,MiFish_1999_4_86.7_50_1_3,1999_4_86.7_50,1999,1,3,Sample,NA,1999-04-08,33.325,-119.663333,33.325 N 119.663333 W,1,1,125,,,,,,,,2014_4_80_60,1,2
Miu.3.a.11.S211,MiFish,MiFish_1999_4_93.3_30_1_3,1999_4_93.3_30,1999,1,3,Sample,NA,1999-04-02,32.845,-117.53,32.845 N 117.53 W,1,1,125,,,,,,,,2014_4_80_60,2,2
Miu.3.a.12.S212,MiFish,MiFish_1999_4_93.3_60_1_3,1999_4_93.3_60,1999,1,3,Sample,NA,1999-04-03,31.85,-119.568333,31.85 N 119.568333 W,1,1,125,,,,,,,,2014_4_80_60,1,3
Miu.3.a.13.S213,MiFish,MiFish_2000_4_80_60_1_3,2000_4_80_60,2000,1,3,Sample,NA,2000-04-19,34.148333,-121.156666,34.148333 N 121.156666 W,1,1,125,,,,,,,,2014_4_80_60,2,3
Miu.3.a.14.S214,MiFish,MiFish_2000_4_86.7_50_1_3,2000_4_86.7_50,2000,1,3,Sample,NA,2000-04-15,33.323333,-119.666666,33.323333 N 119.666666 W,1,1,125,,,,,,,,2014_4_93.3_30,1,1
Miu.3.a.15.S215,MiFish,MiFish_2000_4_93.3_30_1_3,2000_4_93.3_30,2000,1,3,Sample,NA,2000-04-08,32.846666,-117.538333,32.846666 N 117.538333 W,1,1,125,,,,,,,,2014_4_93.3_30,1,2
Miu.3.a.16.S216,MiFish,MiFish_2000_4_93.3_60_1_3,2000_4_93.3_60,2000,1,3,Sample,NA,2000-04-09,31.85,-119.568333,31.85 N 119.568333 W,1,1,125,,,,,,,,2014_4_93.3_30,1,3
Miu.3.a.17.S217,MiFish,MiFish_2001_4_80_60_1_3,2001_4_80_60,2001,1,3,Sample,NA,2001-04-20,34.145,-121.161666,34.145 N 121.161666 W,1,1,75,,,,,,,,2014_4_93.3_60,1,1
Miu.3.a.18.S218,MiFish,MiFish_2001_4_86.7_50_1_3,2001_4_86.7_50,2001,1,3,Sample,NA,2001-04-14,33.32,-119.66,33.32 N 119.66 W,1,1,125,,,,,,,,2014_4_93.3_60,1,2
Miu.3.a.19.S219,MiFish,MiFish_2001_4_93.3_30_1_3,2001_4_93.3_30,2001,1,3,Sample,NA,2001-04-07,32.845,-117.531666,32.845 N 117.531666 W,1,1,125,,,,,,,,2014_4_93.3_60,1,3
Miu.3.a.20.S220,MiFish,MiFish_2001_4_93.3_60_1_3,2001_4_93.3_60,2001,1,3,Sample,NA,2001-04-08,31.855,-119.568333,31.855 N 119.568333 W,1,1,125,,,,,,,,2015_4_80_60,1,1
Miu.3.a.21.S221,MiFish,MiFish_2002_4_80_60_1_3,2002_4_80_60,2002,1,3,Sample,NA,2002-04-09,34.146666,-121.155,34.146666 N 121.155 W,1,1,75,,,,,,,,2015_4_80_60,1,2
Miu.3.a.22.S222,MiFish,MiFish_2002_4_86.7_50_1_3,2002_4_86.7_50,2002,1,3,Sample,NA,2002-04-04,33.323333,-119.656666,33.323333 N 119.656666 W,1,1,125,,,,,,,,2015_4_80_60,1,3
Miu.3.a.23.S223,MiFish,MiFish_2002_3_93.3_30_1_3,2002_3_93.3_30,2002,1,3,Sample,NA,2002-03-29,32.848333,-117.531666,32.848333 N 117.531666 W,1,1,125,,,,,,,,2015_4_86.7_50,1,1
Miu.3.a.24.S224,MiFish,MiFish_2002_3_93.3_60_1_3,2002_3_93.3_60,2002,1,3,Sample,NA,2002-03-30,31.846666,-119.571666,31.846666 N 119.571666 W,1,1,125,,,,,,,,2015_4_86.7_50,1,2
Miu.3.a.25.S225,MiFish,MiFish_2003_4_80_60_1_3,2003_4_80_60,2003,1,3,Sample,NA,2003-04-16,34.155,-121.13,34.155 N 121.13 W,1,1,125,,,,,,,,2015_4_86.7_50,1,3
Miu.3.a.26.S226,MiFish,MiFish_2003_4_86.7_50_1_3,2003_4_86.7_50,2003,1,3,Sample,NA,2003-04-11,33.323333,-119.663333,33.323333 N 119.663333 W,1,1,125,,,,,,,,2015_4_93.3_30,1,1
Miu.3.a.27.S227,MiFish,MiFish_2003_4_93.3_30_1_3,2003_4_93.3_30,2003,1,3,Sample,NA,2003-04-24,32.846666,-117.531666,32.846666 N 117.531666 W,1,1,125,,,,,,,,2015_4_93.3_30,1,2
Miu.3.a.28.S228,MiFish,MiFish_2003_4_93.3_60_1_3,2003_4_93.3_60,2003,1,3,Sample,NA,2003-04-23,31.846666,-119.571666,31.846666 N 119.571666 W,1,1,125,,,,,,,,2015_4_93.3_30,1,3
Miu.3.a.29.S229,MiFish,MiFish_2004_4_80_60_1_3,2004_4_80_60,2004,1,3,Sample,NA,2004-04-04,34.153333,-121.153333,34.153333 N 121.153333 W,1,1,125,,,,,,,,2015_4_93.3_60,1,1
Miu.3.a.30.S230,MiFish,MiFish_2004_3_86.7_50_1_3,2004_3_86.7_50,2004,1,3,Sample,NA,2004-03-30,33.323333,-119.661666,33.323333 N 119.661666 W,1,1,125,,,,,,,,2015_4_93.3_60,1,2
Miu.3.a.31.S231,MiFish,MiFish_2004_3_93.3_30_1_3,2004_3_93.3_30,2004,1,3,Sample,NA,2004-03-24,32.846666,-117.531666,32.846666 N 117.531666 W,1,1,125,,,,,,,,2015_4_93.3_60,1,3
Miu.3.a.32.S232,MiFish,MiFish_2004_3_93.3_60_1_3,2004_3_93.3_60,2004,1,3,Sample,NA,2004-03-25,31.846666,-119.575,31.846666 N 119.575 W,1,1,125,,,,,,,,2016_4_86.7_50,1,1
Miu.3.a.33.S233,MiFish,MiFish_2005_4_80_60_1_3,2005_4_80_60,2005,1,3,Sample,NA,2005-04-27,34.146667,-121.15,34.146667 N 121.15 W,1,1,125,,,,,,,,2016_4_86.7_50,2,1
Miu.3.a.34.S234,MiFish,MiFish_2005_4_86.7_50_1_3,2005_4_86.7_50,2005,1,3,Sample,NA,2005-04-26,33.321667,-119.665,33.321667 N 119.665 W,1,1,125,,,,,,,,2016_4_86.7_50,1,2
Miu.3.a.35.S235,MiFish,MiFish_2005_4_93.3_30_1_3,2005_4_93.3_30,2005,1,3,Sample,NA,2005-04-16,32.843333,-117.54,32.843333 N 117.54 W,1,1,125,,,,,,,,2016_4_86.7_50,2,2
Miu.3.a.36.S236,MiFish,MiFish_2005_4_93.3_60_1_3,2005_4_93.3_60,2005,1,3,Sample,NA,2005-04-17,31.848333,-119.58,31.848333 N 119.58 W,1,1,125,,,,,,,,2016_4_86.7_50,1,3
Miu.3.a.37.S237,MiFish,MiFish_2006_4_80_60_1_3,2006_4_80_60,2006,1,3,Sample,NA,2006-04-14,34.155,-121.155,34.155 N 121.155 W,1,1,125,,,,,,,,2016_4_86.7_50,2,3
Miu.3.a.38.S238,MiFish,MiFish_2006_4_86.7_50_1_3,2006_4_86.7_50,2006,1,3,Sample,NA,2006-04-09,33.318333,-119.65,33.318333 N 119.65 W,1,1,125,,,,,,,,2016_4_93.3_30,1,1
Miu.3.a.39.S239,MiFish,MiFish_2006_4_93.3_30_1_3,2006_4_93.3_30,2006,1,3,Sample,NA,2006-04-02,32.846666,-117.533333,32.846666 N 117.533333 W,1,1,125,,,,,,,,2016_4_93.3_30,1,2
Miu.3.a.40.S240,MiFish,MiFish_2006_4_93.3_60_1_3,2006_4_93.3_60,2006,1,3,Sample,NA,2006-04-03,31.846666,-119.576666,31.846666 N 119.576666 W,1,1,125,,,,,,,,2016_4_93.3_30,1,3
Miu.3.a.41.S241,MiFish,MiFish_2007_4_80_60_1_3,2007_4_80_60,2007,1,3,Sample,NA,2007-04-14,34.148333,-121.15,34.148333 N 121.15 W,1,1,120,,,,,,,,2016_4_93.3_60,1,1
Miu.3.a.42.S242,MiFish,MiFish_2007_4_80_60_2_3,2007_4_80_60,2007,2,3,Sample,NA,2007-04-14,34.148333,-121.15,34.148333 N 121.15 W,1,1,120,,,,,,,,2016_4_93.3_60,1,2
Miu.3.a.43.S243,MiFish,MiFish_2007_4_86.7_50_1_3,2007_4_86.7_50,2007,1,3,Sample,NA,2007-04-08,33.323333,-119.66,33.323333 N 119.66 W,1,1,125,,,,,,,,2016_4_93.3_60,1,3
Miu.3.a.44.S244,MiFish,MiFish_2007_3_93.3_30_1_3,2007_3_93.3_30,2007,1,3,Sample,NA,2007-03-28,32.845,-117.526666,32.845 N 117.526666 W,1,1,125,,,,,,,,2017_3_93.3_60,1,1
Miu.3.a.45.S245,MiFish,MiFish_2007_3_93.3_60_1_3,2007_3_93.3_60,2007,1,3,Sample,NA,2007-03-29,31.846666,-119.566666,31.846666 N 119.566666 W,1,1,125,,,,,,,,2017_3_93.3_60,1,2
Miu.3.a.46.S246,MiFish,MiFish_2008_4_86.7_50_1_3,2008_4_86.7_50,2008,1,3,Sample,NA,2008-04-01,33.321666,-119.661666,33.321666 N 119.661666 W,1,1,125,,,,,,,,2017_3_93.3_60,1,3
Miu.3.a.47.S247,MiFish,MiFish_Alligator_1_3,Alligator,NA,1,3,Control,Pos,NA,NA,NA,NA,NA,NA,NA,,,,,,,,2017_4_80_60,1,1
Miu.3.a.48.S248,MiFish,MiFish_PCR_negative_1_3,PCR_negative,NA,1,3,Control,Pos,NA,NA,NA,NA,NA,NA,NA,,,,,,,,2017_4_80_60,1,2
Miu.3.b.01.S249,MiFish,MiFish_2008_3_93.3_30_1_3,2008_3_93.3_30,2008,1,3,Sample,NA,2008-03-25,32.845,-117.53,32.845 N 117.53 W,1,1,125,,,,,,,,2017_4_80_60,1,3
Miu.3.b.02.S250,MiFish,MiFish_2008_3_93.3_60_1_3,2008_3_93.3_60,2008,1,3,Sample,NA,2008-03-26,31.845,-119.57,31.845 N 119.57 W,1,1,125,,,,,,,,2017_4_86.7_50,1,1
Miu.3.b.03.S251,MiFish,MiFish_2009_3_80_60_1_3,2009_3_80_60,2009,1,3,Sample,NA,2009-03-20,34.15,-121.146666,34.15 N 121.146666 W,1,1,125,,,,,,,,2017_4_86.7_50,1,2
Miu.3.b.04.S252,MiFish,MiFish_2009_3_86.7_50_1_3,2009_3_86.7_50,2009,1,3,Sample,NA,2009-03-15,33.323333,-119.663333,33.323333 N 119.663333 W,1,1,34,,,,,,,,2017_4_86.7_50,1,3
Miu.3.b.05.S253,MiFish,MiFish_2009_3_86.7_50_2_3,2009_3_86.7_50,2009,2,3,Sample,NA,2009-03-15,33.323333,-119.663333,33.323333 N 119.663333 W,1,1,34,,,,,,,,2018_4_80_60,1,1
Miu.3.b.06.S254,MiFish,MiFish_2009_3_86.7_50_3_3,2009_3_86.7_50,2009,3,3,Sample,NA,2009-03-15,33.323333,-119.663333,33.323333 N 119.663333 W,1,1,34,,,,,,,,2018_4_80_60,1,2
Miu.3.b.07.S255,MiFish,MiFish_2009_3_93.3_30_1_3,2009_3_93.3_30,2009,1,3,Sample,NA,2009-03-08,32.846666,-117.535,32.846666 N 117.535 W,1,1,125,,,,,,,,2018_4_80_60,1,3
Miu.3.b.08.S256,MiFish,MiFish_2009_3_93.3_60_1_3,2009_3_93.3_60,2009,1,3,Sample,NA,2009-03-09,31.85,-119.57,31.85 N 119.57 W,1,1,125,,,,,,,,2018_4_86.7_50,1,1
Miu.3.b.09.S257,MiFish,MiFish_2010_5_80_60_1_3,2010_5_80_60,2010,1,3,Sample,NA,2010-05-17,34.146667,-121.143333,34.146667 N 121.143333 W,1,1,125,,,,,,,,2018_4_86.7_50,2,1
Miu.3.b.10.S258,MiFish,MiFish_2010_4_93.3_30_1_3,2010_4_93.3_30,2010,1,3,Sample,NA,2010-04-27,32.848333,-117.531667,32.848333 N 117.531667 W,1,1,125,,,,,,,,2018_4_86.7_50,1,2
Miu.3.b.11.S259,MiFish,MiFish_2010_4_93.3_60_1_3,2010_4_93.3_60,2010,1,3,Sample,NA,2010-04-28,31.848333,-119.57,31.848333 N 119.57 W,1,1,125,,,,,,,,2018_4_86.7_50,2,2
Miu.3.b.12.S260,MiFish,MiFish_2011_4_80_60_1_3,2011_4_80_60,2011,1,3,Sample,NA,2011-04-23,34.15,-121.155,34.15 N 121.155 W,1,1,50,,,,,,,,2018_4_86.7_50,1,3
Miu.3.b.13.S261,MiFish,MiFish_2011_4_86.7_50_1_3,2011_4_86.7_50,2011,1,3,Sample,NA,2011-04-18,33.325,-119.668333,33.325 N 119.668333 W,1,1,125,,,,,,,,2018_4_86.7_50,2,3
Miu.3.b.14.S262,MiFish,MiFish_2011_4_93.3_30_1_3,2011_4_93.3_30,2011,1,3,Sample,NA,2011-04-10,32.848333,-117.528333,32.848333 N 117.528333 W,1,1,125,,,,,,,,2018_4_93.3_30,1,1
Miu.3.b.15.S263,MiFish,MiFish_2011_4_93.3_60_1_3,2011_4_93.3_60,2011,1,3,Sample,NA,2011-04-11,31.851667,-119.578333,31.851667 N 119.578333 W,1,1,125,,,,,,,,2018_4_93.3_30,1,2
Miu.3.b.16.S264,MiFish,MiFish_2012_4_80_60_1_3,2012_4_80_60,2012,1,3,Sample,NA,2012-04-06,34.151667,-121.148333,34.151667 N 121.148333 W,1,1,125,,,,,,,,2018_4_93.3_30,1,3
Miu.3.b.17.S265,MiFish,MiFish_2012_3_86.7_50_1_3,2012_3_86.7_50,2012,1,3,Sample,NA,2012-03-31,33.321667,-119.665,33.321667 N 119.665 W,1,1,125,,,,,,,,2018_4_93.3_60,1,1
Miu.3.b.18.S266,MiFish,MiFish_2012_3_93.3_30_1_3,2012_3_93.3_30,2012,1,3,Sample,NA,2012-03-25,32.843333,-117.533333,32.843333 N 117.533333 W,1,1,125,,,,,,,,2018_4_93.3_60,1,2
Miu.3.b.19.S267,MiFish,MiFish_2012_3_93.3_60_1_3,2012_3_93.3_60,2012,1,3,Sample,NA,2012-03-26,31.845,-119.573333,31.845 N 119.573333 W,1,1,125,,,,,,,,2018_4_93.3_60,1,3
Miu.3.b.20.S268,MiFish,MiFish_2013_4_80_60_1_3,2013_4_80_60,2013,1,3,Sample,NA,2013-04-20,34.15232,-121.16733,34.15232 N 121.16733 W,1,1,125,,,,,,,,2019_4_80_60,1,1
Miu.3.b.21.S269,MiFish,MiFish_2013_4_86.7_50_1_3,2013_4_86.7_50,2013,1,3,Sample,NA,2013-04-15,33.3245,-119.66017,33.3245 N 119.66017 W,1,1,125,,,,,,,,2019_4_80_60,1,2
Miu.3.b.22.S270,MiFish,MiFish_2013_4_93.3_30_1_3,2013_4_93.3_30,2013,1,3,Sample,NA,2013-04-07,32.8385,-117.533,32.8385 N 117.533 W,1,1,125,,,,,,,,2019_4_80_60,1,3
Miu.3.b.23.S271,MiFish,MiFish_2013_4_93.3_60_1_3,2013_4_93.3_60,2013,1,3,Sample,NA,2013-04-11,31.8475,-119.5805,31.8475 N 119.5805 W,1,1,125,,,,,,,,2019_4_80_60,2,1
Miu.3.b.24.S272,MiFish,MiFish_2014_4_80_60_1_3,2014_4_80_60,2014,1,3,Sample,NA,2014-04-13,34.16203,-121.15758,34.16203 N 121.15758 W,1,1,125,,,,,,,,2019_4_80_60,2,2
Miu.3.b.25.S273,MiFish,MiFish_2014_4_80_60_2_3,2014_4_80_60,2014,2,3,Sample,NA,2014-04-13,34.16203,-121.15758,34.16203 N 121.15758 W,1,1,125,,,,,,,,2019_4_80_60,2,3
Miu.3.b.26.S274,MiFish,MiFish_2014_4_93.3_30_1_3,2014_4_93.3_30,2014,1,3,Sample,NA,2014-04-02,32.84772,-117.53193,32.84772 N 117.53193 W,1,1,125,,,,,,,,2019_4_86.7_50,1,1
Miu.3.b.27.S275,MiFish,MiFish_2014_4_93.3_60_1_3,2014_4_93.3_60,2014,1,3,Sample,NA,2014-04-03,31.84738,-119.56267,31.84738 N 119.56267 W,1,1,125,,,,,,,,2019_4_86.7_50,1,2
Miu.3.b.28.S276,MiFish,MiFish_2015_4_80_60_1_3,2015_4_80_60,2015,1,3,Sample,NA,2015-04-16,34.15052,-121.14713,34.15052 N 121.14713 W,1,1,100,,,,,,,,2019_4_86.7_50,1,3
Miu.3.b.29.S277,MiFish,MiFish_2015_4_86.7_50_1_3,2015_4_86.7_50,2015,1,3,Sample,NA,2015-04-11,33.32897,-119.6576,33.32897 N 119.6576 W,1,1,125,,,,,,,,2019_4_93.3_30,1,1
Miu.3.b.30.S278,MiFish,MiFish_2015_4_93.3_30_1_3,2015_4_93.3_30,2015,1,3,Sample,NA,2015-04-05,32.84228,-117.53622,32.84228 N 117.53622 W,1,1,125,,,,,,,,2019_4_93.3_30,1,2
Miu.3.b.31.S279,MiFish,MiFish_2015_4_93.3_60_1_3,2015_4_93.3_60,2015,1,3,Sample,NA,2015-04-06,31.84518,-119.56667,31.84518 N 119.56667 W,1,1,125,,,,,,,,2019_4_93.3_30,1,3
Miu.3.b.32.S280,MiFish,MiFish_2016_4_86.7_50_1_3,2016_4_86.7_50,2016,1,3,Sample,NA,2016-04-09,33.31567,-119.65623,33.31567 N 119.65623 W,1,1,125,,,,,,,,2019_4_93.3_60,1,1
Miu.3.b.33.S281,MiFish,MiFish_2016_4_86.7_50_2_3,2016_4_86.7_50,2016,2,3,Sample,NA,2016-04-09,33.31567,-119.65623,33.31567 N 119.65623 W,1,1,125,,,,,,,,2019_4_93.3_60,1,2
Miu.3.b.34.S282,MiFish,MiFish_2016_4_93.3_30_1_3,2016_4_93.3_30,2016,1,3,Sample,NA,2016-04-02,32.84232,-117.53212,32.84232 N 117.53212 W,1,1,125,,,,,,,,2019_4_93.3_60,1,3
Miu.3.b.35.S283,MiFish,MiFish_2016_4_93.3_60_1_3,2016_4_93.3_60,2016,1,3,Sample,NA,2016-04-03,31.84073,-119.57013,31.84073 N 119.57013 W,1,1,125,,,,,,,,,,
Miu.3.b.36.S284,MiFish,MiFish_2017_4_80_60_1_3,2017_4_80_60,2017,1,3,Sample,NA,2017-04-11,34.14817,-121.15233,34.14817 N 121.15233 W,1,1,125,,,,,,,,,,
Miu.3.b.37.S285,MiFish,MiFish_2017_4_86.7_50_1_3,2017_4_86.7_50,2017,1,3,Sample,NA,2017-04-06,33.32372,-119.66018,33.32372 N 119.66018 W,1,1,125,,,,,,,,,,
Miu.3.b.38.S286,MiFish,MiFish_2017_3_93.3_60_1_3,2017_3_93.3_60,2017,1,3,Sample,NA,2017-03-30,31.84467,-119.57317,31.84467 N 119.57317 W,1,1,125,,,,,,,,,,
Miu.3.b.39.S287,MiFish,MiFish_2018_4_80_60_1_3,2018_4_80_60,2018,1,3,Sample,NA,2018-04-18,34.14462,-121.1617,34.14462 N 121.1617 W,1,1,125,,,,,,,,,,
Miu.3.b.40.S288,MiFish,MiFish_2018_4_86.7_50_1_3,2018_4_86.7_50,2018,1,3,Sample,NA,2018-04-12,33.31112,-119.6585,33.31112 N 119.6585 W,1,1,125,,,,,,,,,,
Miu.3.b.41.S289,MiFish,MiFish_2018_4_86.7_50_2_3,2018_4_86.7_50,2018,2,3,Sample,NA,2018-04-12,33.31112,-119.6585,33.31112 N 119.6585 W,1,1,125,,,,,,,,,,
Miu.3.b.42.S290,MiFish,MiFish_2018_4_93.3_30_1_3,2018_4_93.3_30,2018,1,3,Sample,NA,2018-04-06,32.84637,-117.5232,32.84637 N 117.5232 W,1,1,125,,,,,,,,,,
Miu.3.b.43.S291,MiFish,MiFish_2018_4_93.3_60_1_3,2018_4_93.3_60,2018,1,3,Sample,NA,2018-04-07,31.84667,-119.5725,31.84667 N 119.5725 W,1,1,125,,,,,,,,,,
Miu.3.b.44.S292,MiFish,MiFish_2019_4_80_60_1_3,2019_4_80_60,2019,1,3,Sample,NA,2019-04-15,34.14882,-121.15433,34.14882 N 121.15433 W,1,1,125,,,,,,,,,,
Miu.3.b.45.S293,MiFish,MiFish_2019_4_80_60_2_3,2019_4_80_60,2019,2,3,Sample,NA,2019-04-15,34.14882,-121.15433,34.14882 N 121.15433 W,1,1,125,,,,,,,,,,
Miu.3.b.46.S294,MiFish,MiFish_2019_4_86.7_50_1_3,2019_4_86.7_50,2019,1,3,Sample,NA,2019-04-08,33.32117,-119.66517,33.32117 N 119.66517 W,1,1,125,,,,,,,,,,
Miu.3.b.47.S295,MiFish,MiFish_2019_4_93.3_30_1_3,2019_4_93.3_30,2019,1,3,Sample,NA,2019-04-03,32.845,-117.52782,32.845 N 117.52782 W,1,1,125,,,,,,,,,,
Miu.3.b.48.S296,MiFish,MiFish_2019_4_93.3_60_1_3,2019_4_93.3_60,2019,1,3,Sample,NA,2019-04-04,31.84682,-119.57432,31.84682 N 119.57432 W,1,1,125,,,,,,,,,,
Miu.3.b.49.S297,MiFish,MiFish_Blank_1__1_3,Blank_1_,NA,1,3,Control,Neg,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Miu.3.b.50.S298,MiFish,MiFish_Exp_2__1_3,Exp_2_,NA,1,3,Control,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Miu.3.b.51.S299,MiFish,MiFish_Camel_1_3,Camel,NA,1,3,Control,Pos,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Miu.3.b.52.S300,MiFish,MiFish_PCR_Negative_1_3,PCR_Negative,NA,1,3,Control,Neg,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
