cruise,ship,ship_code,order_occupied,tow_type,tow_number,net_location,time,latitude,longitude,line,station,standard_haul_factor,volume_sampled,proportion_sorted,scientific_name,common_name,itis_tsn,calcofi_species_code,invert_count,inverts_10m2,inverts_100m3
,,,,,,,UTC,degrees_north,degrees_east,,,,meters^3,,,,,,,Invertebrates 10/M^2,Invertebrates 100/M^3
199910,MCARTHUR,M4,24,MT,1,,1999-08-21T05:34:00Z,9.953333,-148.725,118.4,586.1,0.01,131.7,1.0,Halobates,Sea skaters,103825,9400,70,NaN,53.1511
199910,MCARTHUR,M4,25,MT,1,,1999-08-22T05:31:00Z,7.818333,-150.72,122.3,630.2,0.01,129.0,1.0,Halobates,Sea skaters,103825,9400,16,NaN,12.403101
199910,MCARTHUR,M4,26,MT,1,,1999-08-23T04:42:00Z,8.895,-152.81667,113.5,643.8,0.01,166.8,1.0,Halobates,Sea skaters,103825,9400,415,NaN,248.80096
199910,MCARTHUR,M4,27,MT,1,,1999-09-06T04:46:00Z,13.795,-139.72166,123.5,444.8,0.01,142.7,1.0,Halobates,Sea skaters,103825,9400,15,NaN,10.511562
199910,MCARTHUR,M4,28,MT,1,,1999-09-07T04:39:00Z,14.401666,-137.03166,127.1,407.6,0.01,135.4,1.0,Halobates,Sea skaters,103825,9400,4,NaN,2.9542098
199910,MCARTHUR,M4,29,MT,1,,1999-09-08T05:15:00Z,15.01,-133.65334,132.3,362.3,0.01,143.1,1.0,Halobates,Sea skaters,103825,9400,14,NaN,9.783368
199910,MCARTHUR,M4,30,MT,1,,1999-09-09T05:14:00Z,15.603333,-130.37666,137.4,318.2,0.01,149.1,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.67069083
199910,MCARTHUR,M4,31,MT,1,,1999-09-10T04:51:00Z,13.595,-129.00333,148.8,319.1,0.01,163.9,1.0,Halobates,Sea skaters,103825,9400,202,NaN,123.24588
199910,MCARTHUR,M4,32,MT,1,,1999-09-11T04:52:00Z,10.293333,-128.52167,163.6,341.4,0.01,159.2,1.0,Halobates,Sea skaters,103825,9400,77,NaN,48.366833
199910,MCARTHUR,M4,33,MT,1,,1999-09-12T05:20:00Z,6.725,-127.96166,179.8,364.4,0.01,145.6,1.0,Halobates,Sea skaters,103825,9400,7,NaN,4.8076925
199910,MCARTHUR,M4,35,MT,1,,1999-09-14T04:37:00Z,1.935,-124.651665,207.9,361.6,0.01,149.4,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.66934407
199910,MCARTHUR,M4,36,MT,1,,1999-09-15T04:40:00Z,0.138333,-122.64,220.6,350.0,0.01,162.0,1.0,Halobates,Sea skaters,103825,9400,2,NaN,1.2345679
199910,MCARTHUR,M4,37,MT,1,,1999-09-16T04:21:00Z,2.246666,-120.53333,216.8,306.3,0.01,175.3,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.57045066
199910,MCARTHUR,M4,38,MT,1,,1999-09-17T05:05:00Z,3.101666,-117.63,247.0,310.0,0.01,165.0,1.0,Halobates,Sea skaters,103825,9400,4,NaN,2.4242425
199910,MCARTHUR,M4,39,MT,1,,1999-09-19T04:35:00Z,1.25,-111.50667,254.3,216.2,0.01,160.1,1.0,Halobates,Sea skaters,103825,9400,6,NaN,3.7476578
199910,MCARTHUR,M4,41,MT,1,,1999-09-23T04:36:00Z,2.905,-96.58666,273.9,-10.0,0.01,159.7,1.0,Halobates,Sea skaters,103825,9400,3,NaN,1.8785223
199910,MCARTHUR,M4,42,MT,1,,1999-09-27T04:29:00Z,5.69,-86.975,286.0,-156.4,0.01,157.6,1.0,Halobates,Sea skaters,103825,9400,17,NaN,10.786802
199910,MCARTHUR,M4,43,MT,1,,1999-09-28T03:49:00Z,7.808333,-85.7,279.9,-188.6,0.01,170.0,1.0,Halobates,Sea skaters,103825,9400,117,NaN,68.82353
199910,MCARTHUR,M4,44,MT,1,,1999-10-06T03:48:00Z,8.6,-84.68166,279.0,-207.7,0.01,178.2,1.0,Halobates,Sea skaters,103825,9400,6,NaN,3.3670034
199910,MCARTHUR,M4,45,MT,1,,1999-10-07T03:56:00Z,8.181666,-87.02167,275.0,-174.1,0.01,148.3,1.0,Halobates,Sea skaters,103825,9400,13,NaN,8.766015
199910,MCARTHUR,M4,46,MT,1,,1999-10-08T03:53:00Z,10.53,-87.37666,263.8,-186.3,0.01,166.6,1.0,Halobates,Sea skaters,103825,9400,40,NaN,24.009604
199910,MCARTHUR,M4,47,MT,1,,1999-10-09T03:55:00Z,11.873333,-87.915,256.5,-188.8,0.01,167.6,1.0,Halobates,Sea skaters,103825,9400,13,NaN,7.756563
199910,MCARTHUR,M4,48,MT,1,,1999-10-10T03:50:00Z,9.191666,-89.12334,265.3,-153.9,0.01,139.6,1.0,Halobates,Sea skaters,103825,9400,13,NaN,9.312321
199910,MCARTHUR,M4,50,MT,1,,1999-10-12T05:01:00Z,6.565,-91.32833,271.2,-105.9,0.01,146.8,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.6811989
199910,MCARTHUR,M4,51,MT,1,,1999-10-13T04:08:00Z,9.295,-91.97667,257.6,-117.4,0.01,145.4,1.0,Halobates,Sea skaters,103825,9400,4,NaN,2.7510316
199910,MCARTHUR,M4,52,MT,1,,1999-10-14T04:07:00Z,12.233333,-92.645,243.0,-129.7,0.01,162.4,1.0,Halobates,Sea skaters,103825,9400,46,NaN,28.325123
199910,MCARTHUR,M4,53,MT,1,,1999-10-15T04:07:00Z,15.058333,-93.418335,228.6,-139.5,0.01,165.7,1.0,Halobates,Sea skaters,103825,9400,37,NaN,22.329512
199910,MCARTHUR,M4,54,MT,1,,1999-10-16T04:04:00Z,12.018333,-94.99333,238.1,-97.7,0.01,169.0,1.0,Halobates,Sea skaters,103825,9400,602,NaN,356.213
199910,MCARTHUR,M4,55,MT,1,,1999-10-17T04:20:00Z,9.82,-96.05,245.1,-68.1,0.01,140.9,1.0,Halobates,Sea skaters,103825,9400,5,NaN,3.548616
199910,MCARTHUR,M4,59,MT,1,,1999-10-21T04:41:00Z,11.075,-98.445,233.6,-46.1,0.01,143.8,1.0,Halobates,Sea skaters,103825,9400,13,NaN,9.040334
199910,MCARTHUR,M4,60,MT,1,,1999-10-22T04:27:00Z,13.506666,-98.28667,223.4,-65.7,0.01,130.0,1.0,Halobates,Sea skaters,103825,9400,51,NaN,39.23077
199910,MCARTHUR,M4,61,MT,1,,1999-10-23T04:22:00Z,15.94,-98.66167,211.7,-78.2,0.01,160.3,1.0,Halobates,Sea skaters,103825,9400,4,NaN,2.4953213
199910,MCARTHUR,M4,62,MT,1,,1999-10-28T05:33:00Z,16.138332,-101.21333,204.6,-46.9,0.02,74.4,1.0,Halobates,Sea skaters,103825,9400,4,NaN,5.376344
199910,MCARTHUR,M4,63,MT,1,,1999-10-29T04:36:00Z,13.021666,-102.39667,215.3,-9.3,0.01,149.0,1.0,Halobates,Sea skaters,103825,9400,12,NaN,8.053691
199910,MCARTHUR,M4,64,MT,1,,1999-10-30T04:38:00Z,9.728333,-103.361664,227.3,27.5,0.01,131.5,1.0,Halobates,Sea skaters,103825,9400,5,NaN,3.8022814
199910,MCARTHUR,M4,65,MT,1,,1999-10-31T04:51:00Z,6.531666,-104.308334,238.8,63.6,0.01,143.4,1.0,Halobates,Sea skaters,103825,9400,2,NaN,1.3947002
199910,MCARTHUR,M4,66,MT,1,,1999-11-01T04:54:00Z,6.36,-106.03667,235.2,87.3,0.02,97.2,1.0,Halobates,Sea skaters,103825,9400,2,NaN,2.0576131
199910,MCARTHUR,M4,67,MT,1,,1999-11-02T04:52:00Z,8.686666,-108.25,219.6,98.4,0.01,136.0,1.0,Halobates,Sea skaters,103825,9400,2,NaN,1.4705882
199910,MCARTHUR,M4,68,MT,1,,1999-11-03T05:35:00Z,10.241666,-109.215,210.5,99.0,0.01,124.4,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.8038585
199910,MCARTHUR,M4,69,MT,1,,1999-11-04T04:08:00Z,7.968333,-110.80167,216.4,136.7,0.01,157.4,1.0,Halobates,Sea skaters,103825,9400,11,NaN,6.988564
199910,MCARTHUR,M4,72,MT,1,,1999-11-07T04:34:00Z,9.966666,-116.89166,192.9,198.8,0.01,123.6,1.0,Halobates,Sea skaters,103825,9400,3,NaN,2.4271846
199910,MCARTHUR,M4,73,MT,1,,1999-11-08T04:41:00Z,12.741666,-118.84333,176.4,201.3,0.01,122.3,1.0,Halobates,Sea skaters,103825,9400,4,NaN,3.2706459
199910,MCARTHUR,M4,74,MT,1,,1999-11-09T04:18:00Z,14.381666,-116.33666,175.5,157.0,0.01,128.1,1.0,Halobates,Sea skaters,103825,9400,3,NaN,2.3419204
199910,MCARTHUR,M4,75,MT,1,,1999-11-10T04:18:00Z,12.57,-113.691666,189.6,138.0,0.01,131.8,1.0,Halobates,Sea skaters,103825,9400,2,NaN,1.5174507
199910,MCARTHUR,M4,76,MT,1,,1999-11-11T04:18:00Z,15.488333,-113.13167,178.4,108.5,0.01,125.5,1.0,Halobates,Sea skaters,103825,9400,2,NaN,1.5936255
199910,MCARTHUR,M4,77,MT,1,,1999-11-12T04:03:00Z,15.576666,-110.10833,185.3,69.9,0.01,123.9,1.0,Halobates,Sea skaters,103825,9400,2,NaN,1.614205
199910,MCARTHUR,M4,79,MT,1,,1999-11-14T04:03:00Z,13.135,-109.305,197.8,78.2,0.01,131.3,1.0,Halobates,Sea skaters,103825,9400,3,NaN,2.284844
199910,MCARTHUR,M4,80,MT,1,,1999-11-15T04:03:00Z,12.343333,-106.855,207.3,52.9,0.01,172.3,1.0,Halobates,Sea skaters,103825,9400,20,NaN,11.607661
199910,MCARTHUR,M4,81,MT,1,,1999-11-16T03:38:00Z,14.921666,-105.486664,199.4,16.3,0.01,139.8,1.0,Halobates,Sea skaters,103825,9400,11,NaN,7.8683834
199910,MCARTHUR,M4,82,MT,1,,1999-11-17T04:31:00Z,17.891666,-103.99,190.1,-24.2,0.01,123.4,1.0,Halobates,Sea skaters,103825,9400,9,NaN,7.293355
199910,MCARTHUR,M4,84,MT,1,,1999-11-23T04:03:00Z,17.118334,-108.403336,182.8,37.0,0.01,119.8,1.0,Halobates,Sea skaters,103825,9400,4,NaN,3.3388982
199910,MCARTHUR,M4,93,MT,1,,1999-12-02T04:06:00Z,22.33,-115.37334,143.7,83.5,0.01,128.1,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.7806401
199910,MCARTHUR,M4,95,MT,1,,1999-12-04T04:10:00Z,23.91,-119.86833,126.7,124.6,0.01,137.0,1.0,Halobates,Sea skaters,103825,9400,1,NaN,0.729927
199910,NEW HORIZON,NH,5,CB,1,S,1999-10-04T10:09:00Z,32.516666,-118.205,93.3,40.0,5.14,405.4,1.0,Octopodidae,Octopus,82590,9760,1,5.14,NaN
199910,NEW HORIZON,NH,7,CB,1,P,1999-10-04T17:12:00Z,32.171665,-118.886665,93.3,50.0,5.39,402.7,1.0,Teuthida,,82367,9540,2,10.78,NaN
199910,NEW HORIZON,NH,7,CB,1,S,1999-10-04T17:12:00Z,32.171665,-118.886665,93.3,50.0,5.39,402.7,1.0,Teuthida,,82367,9540,2,10.78,NaN
199910,NEW HORIZON,NH,7,PV,1,S,1999-10-04T16:41:00Z,32.171665,-118.886665,93.3,50.0,180.9,3.7,1.0,Teuthida,,82367,9540,1,180.9,NaN
199910,NEW HORIZON,NH,8,CB,1,S,1999-10-04T23:42:00Z,32.016666,-119.221664,93.3,55.0,4.81,436.1,1.0,Teuthida,,82367,9540,1,4.81,NaN
199910,NEW HORIZON,NH,9,CB,1,P,1999-10-05T03:38:00Z,31.846666,-119.57166,93.3,60.0,4.64,448.8,1.0,Teuthida,,82367,9540,1,4.64,NaN
199910,NEW HORIZON,NH,12,CB,1,S,1999-10-06T00:37:00Z,30.853333,-121.581665,93.3,90.0,4.42,468.2,1.0,Teuthida,,82367,9540,1,4.42,NaN
199910,NEW HORIZON,NH,13,MT,1,,1999-10-06T05:56:00Z,30.511665,-122.25667,93.3,100.0,0.02,72.8,1.0,Teuthida,,82367,9540,3,NaN,4.120879
199910,NEW HORIZON,NH,14,CB,1,S,1999-10-06T11:58:00Z,30.183332,-122.91,93.3,110.0,4.54,464.4,1.0,Teuthida,,82367,9540,1,4.54,NaN
199910,NEW HORIZON,NH,14,MT,1,,1999-10-06T11:40:00Z,30.183332,-122.91,93.3,110.0,0.02,66.1,1.0,Teuthida,,82367,9540,2,NaN,3.0257187
199910,NEW HORIZON,NH,17,CB,1,S,1999-10-07T08:05:00Z,30.753332,-123.331665,90.0,110.0,4.32,499.9,1.0,Teuthida,,82367,9540,2,8.64,NaN
199910,NEW HORIZON,NH,19,CB,1,S,1999-10-07T20:58:00Z,31.398333,-122.01833,90.0,90.0,3.7,523.0,1.0,Teuthida,,82367,9540,1,3.7,NaN
199910,NEW HORIZON,NH,20,CB,1,S,1999-10-08T03:16:00Z,31.745,-121.31,90.0,80.0,5.28,421.8,1.0,Teuthida,,82367,9540,2,10.56,NaN
199910,NEW HORIZON,NH,20,MT,1,,1999-10-08T02:55:00Z,31.745,-121.31,90.0,80.0,0.02,80.5,1.0,Teuthida,,82367,9540,2,NaN,2.484472
199910,NEW HORIZON,NH,22,CB,1,S,1999-10-08T17:16:00Z,32.406666,-119.955,90.0,60.0,4.29,458.6,1.0,Teuthida,,82367,9540,2,8.58,NaN
199910,NEW HORIZON,NH,23,CB,1,P,1999-10-09T00:20:00Z,32.643333,-119.48167,90.0,53.0,4.89,440.2,1.0,Teuthida,,82367,9540,4,19.56,NaN
199910,NEW HORIZON,NH,23,MT,1,,1999-10-08T23:54:00Z,32.643333,-119.48167,90.0,53.0,0.02,96.7,1.0,Teuthida,,82367,9540,2,NaN,2.0682523
199910,NEW HORIZON,NH,24,CB,1,S,1999-10-09T05:17:00Z,32.916664,-118.935,90.0,45.0,4.83,432.6,0.495,Teuthida,,82367,9540,1,9.757576,NaN
199910,NEW HORIZON,NH,25,MT,1,,1999-10-09T10:18:00Z,33.178333,-118.39333,90.0,37.0,0.02,88.0,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.1363636
199910,NEW HORIZON,NH,27,CB,1,S,1999-10-09T16:36:00Z,33.41833,-117.905,90.0,30.0,4.56,431.1,1.0,Octopus,,82595,9761,1,4.56,NaN
199910,NEW HORIZON,NH,27,CB,1,S,1999-10-09T16:36:00Z,33.41833,-117.905,90.0,30.0,4.56,431.1,1.0,Teuthida,,82367,9540,1,4.56,NaN
199910,NEW HORIZON,NH,29,CB,1,S,1999-10-10T04:02:00Z,33.881664,-118.488335,86.7,33.0,5.38,118.9,1.0,Octopodidae,Octopus,82590,9760,5,26.9,NaN
199910,NEW HORIZON,NH,34,CB,1,S,1999-10-11T01:23:00Z,33.323334,-119.66333,86.7,50.0,3.98,177.1,1.0,Octopodidae,Octopus,82590,9760,2,7.96,NaN
199910,NEW HORIZON,NH,35,CB,1,S,1999-10-11T05:09:00Z,33.156666,-120.00667,86.7,55.0,4.37,460.2,0.475,Octopodidae,Octopus,82590,9760,1,9.2,NaN
199910,NEW HORIZON,NH,36,CB,1,P,1999-10-11T09:03:00Z,32.988335,-120.346664,86.7,60.0,4.19,483.7,1.0,Teuthida,,82367,9540,3,12.57,NaN
199910,NEW HORIZON,NH,36,CB,1,S,1999-10-11T09:03:00Z,32.988335,-120.346664,86.7,60.0,4.19,483.7,0.5,Teuthida,,82367,9540,1,8.38,NaN
199910,NEW HORIZON,NH,37,CB,1,S,1999-10-11T20:28:00Z,32.656666,-121.03333,86.7,70.0,4.45,463.7,1.0,Teuthida,,82367,9540,5,22.25,NaN
199910,NEW HORIZON,NH,38,CB,1,S,1999-10-12T04:03:00Z,32.323334,-121.71333,86.7,80.0,5.07,417.1,0.527,Teuthida,,82367,9540,3,28.86148,NaN
199910,NEW HORIZON,NH,40,CB,1,S,1999-10-12T16:41:00Z,31.656666,-123.06167,86.7,100.0,4.64,434.1,1.0,Teuthida,,82367,9540,2,9.28,NaN
199910,NEW HORIZON,NH,41,CB,1,S,1999-10-13T00:26:00Z,31.325,-123.74,86.7,110.0,4.51,460.0,1.0,Teuthida,,82367,9540,3,13.53,NaN
199910,NEW HORIZON,NH,42,MT,1,,1999-10-13T05:53:00Z,31.91,-124.17,83.3,110.0,0.02,91.2,1.0,Teuthida,,82367,9540,1,NaN,1.0964912
199910,NEW HORIZON,NH,47,CB,1,S,1999-10-14T17:18:00Z,33.573334,-120.763336,83.3,60.0,5.12,405.8,1.0,Octopodidae,Octopus,82590,9760,1,5.12,NaN
199910,NEW HORIZON,NH,48,CB,1,S,1999-10-14T22:23:00Z,33.731667,-120.41333,83.3,55.0,5.11,410.9,0.516,Octopodidae,Octopus,82590,9760,2,19.806202,NaN
199910,NEW HORIZON,NH,49,CB,1,P,1999-10-15T03:07:00Z,33.878334,-120.13333,83.3,51.0,4.54,162.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,4.54,NaN
199910,NEW HORIZON,NH,49,MT,1,,1999-10-15T02:48:00Z,33.878334,-120.13333,83.3,51.0,0.02,86.2,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.3201857
199910,NEW HORIZON,NH,52,CB,1,S,1999-10-15T17:21:00Z,34.178333,-119.50833,83.3,42.0,4.22,204.0,1.0,Octopodidae,Octopus,82590,9760,1,4.22,NaN
199910,NEW HORIZON,NH,53,CB,1,S,1999-10-16T01:53:00Z,34.273335,-120.02167,81.8,46.9,5.26,404.5,0.493,Octopodidae,Octopus,82590,9760,1,10.669372,NaN
199910,NEW HORIZON,NH,54,CB,1,S,1999-10-16T07:00:00Z,34.45,-120.52167,80.0,51.0,3.96,126.7,0.465,Doryteuthis opalescens,Market squid,82371,9542,1,8.5161295,NaN
199910,NEW HORIZON,NH,55,CB,1,S,1999-10-16T10:23:00Z,34.32,-120.791664,80.0,55.0,4.33,460.7,0.506,Octopodidae,Octopus,82590,9760,1,8.557312,NaN
199910,NEW HORIZON,NH,55,MT,1,,1999-10-16T10:03:00Z,34.32,-120.791664,80.0,55.0,0.02,67.9,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.472754
199910,NEW HORIZON,NH,56,CB,1,P,1999-10-16T16:59:00Z,34.155,-121.153336,80.0,60.0,4.5,439.8,1.0,Teuthida,,82367,9540,5,22.5,NaN
199910,NEW HORIZON,NH,56,CB,1,S,1999-10-16T16:59:00Z,34.155,-121.153336,80.0,60.0,4.5,439.8,0.511,Teuthida,,82367,9540,1,8.806262,NaN
199910,NEW HORIZON,NH,59,CB,1,S,1999-10-17T13:29:00Z,33.15,-123.22,80.0,90.0,4.96,420.9,0.52,Teuthida,,82367,9540,1,9.538462,NaN
199910,NEW HORIZON,NH,59,MT,1,,1999-10-17T13:10:00Z,33.15,-123.22,80.0,90.0,0.02,90.7,1.0,Teuthida,,82367,9540,1,NaN,1.1025358
199910,NEW HORIZON,NH,60,CB,1,S,1999-10-17T20:08:00Z,32.815,-123.90667,80.0,100.0,4.55,440.4,1.0,Teuthida,,82367,9540,4,18.2,NaN
199910,NEW HORIZON,NH,61,CB,1,S,1999-10-18T02:21:00Z,33.388332,-124.32333,76.7,100.0,4.46,459.1,1.0,Teuthida,,82367,9540,3,13.38,NaN
199910,NEW HORIZON,NH,62,CB,1,S,1999-10-18T08:15:00Z,33.716667,-123.63333,76.7,90.0,4.51,430.9,0.489,Teuthida,,82367,9540,1,9.222904,NaN
199910,NEW HORIZON,NH,65,CB,1,P,1999-10-19T02:53:00Z,34.721664,-121.54833,76.7,60.0,4.82,442.2,1.0,Teuthida,,82367,9540,1,4.82,NaN
199910,NEW HORIZON,NH,66,CB,1,S,1999-10-19T06:47:00Z,34.888332,-121.19833,76.7,55.0,4.82,427.2,0.483,Octopodidae,Octopus,82590,9760,1,9.979296,NaN
200001,NEW HORIZON,NH,2,CB,1,S,2000-01-08T01:02:00Z,32.913334,-117.39333,93.3,28.0,4.55,456.3,1.0,Octopodidae,Octopus,82590,9760,1,4.55,NaN
200001,NEW HORIZON,NH,4,MT,1,,2000-01-08T08:02:00Z,32.68,-117.87334,93.3,35.0,0.02,71.3,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,4.2075734
200001,NEW HORIZON,NH,5,CB,1,P,2000-01-08T12:34:00Z,32.513332,-118.21,93.3,40.0,4.63,449.7,1.0,Teuthida,,82367,9540,1,4.63,NaN
200001,NEW HORIZON,NH,5,CB,1,S,2000-01-08T12:34:00Z,32.513332,-118.21,93.3,40.0,4.63,449.7,0.487,Octopodidae,Octopus,82590,9760,1,9.507187,NaN
200001,NEW HORIZON,NH,8,CB,1,P,2000-01-09T03:19:00Z,32.006664,-119.235,93.3,55.0,4.9,440.0,1.0,Teuthida,,82367,9540,1,4.9,NaN
200001,NEW HORIZON,NH,10,MT,1,,2000-01-09T13:35:00Z,31.516666,-120.24834,93.3,70.0,0.03,64.8,1.0,Teuthida,,82367,9540,1,NaN,1.5432099
200001,NEW HORIZON,NH,12,CB,1,S,2000-01-10T04:13:00Z,30.846666,-121.58666,93.3,90.0,4.54,462.6,1.0,Teuthida,,82367,9540,1,4.54,NaN
200001,NEW HORIZON,NH,13,CB,1,S,2000-01-10T11:27:00Z,30.513332,-122.255,93.3,100.0,4.68,454.3,1.0,Teuthida,,82367,9540,1,4.68,NaN
200001,NEW HORIZON,NH,13,MT,1,,2000-01-10T10:26:00Z,30.513332,-122.255,93.3,100.0,0.02,69.5,1.0,Teuthida,,82367,9540,1,NaN,1.438849
200001,NEW HORIZON,NH,16,CB,1,S,2000-01-11T07:23:00Z,30.416666,-123.995,90.0,120.0,4.46,460.9,1.0,Teuthida,,82367,9540,1,4.46,NaN
200001,NEW HORIZON,NH,17,CB,1,S,2000-01-11T13:39:00Z,30.748333,-123.333336,90.0,110.0,5.06,434.9,1.0,Teuthida,,82367,9540,1,5.06,NaN
200001,NEW HORIZON,NH,18,CB,1,S,2000-01-11T20:58:00Z,31.083332,-122.66167,90.0,100.0,4.24,488.3,1.0,Teuthida,,82367,9540,1,4.24,NaN
200001,NEW HORIZON,NH,19,CB,1,S,2000-01-12T03:27:00Z,31.415,-121.988335,90.0,90.0,4.58,452.0,1.0,Teuthida,,82367,9540,2,9.16,NaN
200001,NEW HORIZON,NH,20,CB,1,S,2000-01-12T10:12:00Z,31.745,-121.316666,90.0,80.0,4.16,481.1,1.0,Teuthida,,82367,9540,1,4.16,NaN
200001,NEW HORIZON,NH,20,MT,1,,2000-01-12T09:55:00Z,31.745,-121.316666,90.0,80.0,0.03,59.2,1.0,Teuthida,,82367,9540,1,NaN,1.6891892
200001,NEW HORIZON,NH,21,CB,1,S,2000-01-12T16:41:00Z,32.088333,-120.64833,90.0,70.0,4.47,458.1,1.0,Teuthida,,82367,9540,3,13.41,NaN
200001,NEW HORIZON,NH,22,CB,1,P,2000-01-13T00:47:00Z,32.411667,-119.958336,90.0,60.0,4.49,459.9,1.0,Teuthida,,82367,9540,2,8.98,NaN
200001,NEW HORIZON,NH,23,CB,1,S,2000-01-13T05:53:00Z,32.65,-119.48167,90.0,53.0,4.31,473.6,0.492,Teuthida,,82367,9540,1,8.760162,NaN
200001,NEW HORIZON,NH,23,MT,1,,2000-01-13T05:34:00Z,32.65,-119.48167,90.0,53.0,0.02,83.9,1.0,Teuthida,,82367,9540,1,NaN,1.1918951
200001,NEW HORIZON,NH,24,CB,1,S,2000-01-14T10:17:00Z,32.915,-118.93166,90.0,45.0,4.66,447.8,0.521,Teuthida,,82367,9540,2,17.888676,NaN
200001,NEW HORIZON,NH,25,MT,1,,2000-01-14T15:28:00Z,33.186665,-118.388336,90.0,37.0,0.02,99.5,1.0,Teuthida,,82367,9540,2,NaN,2.0100503
200001,NEW HORIZON,NH,28,CB,1,P,2000-01-15T02:48:00Z,33.483334,-117.76833,90.0,28.0,4.55,215.7,1.0,Teuthida,,82367,9540,1,4.55,NaN
200001,NEW HORIZON,NH,29,CB,1,S,2000-01-15T09:14:00Z,33.888332,-118.49,86.7,33.0,4.23,112.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,4.23,NaN
200001,NEW HORIZON,NH,29,MT,1,,2000-01-15T08:53:00Z,33.888332,-118.49,86.7,33.0,0.02,68.9,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,4.3541365
200001,NEW HORIZON,NH,30,CB,1,P,2000-01-15T11:40:00Z,33.823334,-118.628334,86.7,35.0,4.37,451.1,1.0,Teuthida,,82367,9540,2,8.74,NaN
200001,NEW HORIZON,NH,31,CB,1,S,2000-01-15T15:31:00Z,33.658333,-118.97667,86.7,40.0,4.75,436.3,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,4.75,NaN
200001,NEW HORIZON,NH,32,CB,1,P,2000-01-15T20:30:00Z,33.49,-119.31834,86.7,45.0,4.91,438.2,1.0,Teuthida,,82367,9540,2,9.82,NaN
200001,NEW HORIZON,NH,32,CB,1,S,2000-01-15T20:30:00Z,33.49,-119.31834,86.7,45.0,4.91,438.2,1.0,Octopodidae,Octopus,82590,9760,1,4.91,NaN
200001,NEW HORIZON,NH,35,CB,1,S,2000-01-16T08:27:00Z,32.99,-120.346664,86.7,60.0,4.82,434.9,0.478,Teuthida,,82367,9540,1,10.083682,NaN
200001,NEW HORIZON,NH,36,PV,1,S,2000-01-16T14:09:00Z,32.66,-121.026665,86.7,70.0,186.85,3.7,1.0,Teuthida,,82367,9540,1,186.85,NaN
200001,NEW HORIZON,NH,41,CB,1,S,2000-01-18T00:41:00Z,31.916666,-124.165,83.3,110.0,4.4,462.8,1.0,Teuthida,,82367,9540,1,4.4,NaN
200001,NEW HORIZON,NH,42,CB,1,S,2000-01-18T06:09:00Z,32.245,-123.49333,83.3,100.0,4.29,473.2,1.0,Teuthida,,82367,9540,1,4.29,NaN
200001,NEW HORIZON,NH,46,CB,1,S,2000-01-19T05:41:00Z,33.578335,-120.74,83.3,60.0,4.53,448.4,0.52,Doryteuthis opalescens,Market squid,82371,9542,1,8.711538,NaN
200001,NEW HORIZON,NH,46,CB,1,S,2000-01-19T05:41:00Z,33.578335,-120.74,83.3,60.0,4.53,448.4,0.52,Teuthida,,82367,9540,1,8.711538,NaN
200001,NEW HORIZON,NH,46,MT,1,,2000-01-19T05:22:00Z,33.578335,-120.74,83.3,60.0,0.02,92.7,1.0,Teuthida,,82367,9540,1,NaN,1.0787487
200001,NEW HORIZON,NH,48,CB,1,S,2000-01-19T12:44:00Z,33.876667,-120.136665,83.3,51.0,4.77,189.4,1.0,Doryteuthis opalescens,Market squid,82371,9542,9,42.93,NaN
200001,NEW HORIZON,NH,48,MT,1,,2000-01-19T12:25:00Z,33.876667,-120.136665,83.3,51.0,0.02,87.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,5,NaN,5.694761
200001,NEW HORIZON,NH,51,CB,1,S,2000-01-20T06:04:00Z,34.273335,-120.02333,81.8,46.9,4.61,429.9,0.483,Doryteuthis opalescens,Market squid,82371,9542,10,95.44514,NaN
200001,NEW HORIZON,NH,51,MT,1,,2000-01-20T05:45:00Z,34.273335,-120.02333,81.8,46.9,0.02,75.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,149,NaN,198.40213
200001,NEW HORIZON,NH,51,PV,1,S,2000-01-20T05:39:00Z,34.273335,-120.02333,81.8,46.9,185.61,3.7,1.0,Teuthida,,82367,9540,2,371.22,NaN
200001,NEW HORIZON,NH,52,CB,1,S,2000-01-20T14:01:00Z,34.46,-120.52333,80.0,51.0,5.05,108.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,5.05,NaN
200001,NEW HORIZON,NH,52,MT,1,,2000-01-20T13:36:00Z,34.46,-120.52333,80.0,51.0,0.02,70.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.4144272
